"","r","$\rho$","h","r","$\rho$","h","r","$\rho$","h","Avg"
"BioWordVec_extrinsic.BIOSSES",0.602527624194073,0.637394041527919,0.619470613562751,0.592160587169718,0.626554775225686,0.608872350410657,0.622194658641742,0.700305075396461,0.658943160617367,0.629095374863592
"BioWordVec_extrinsic.Blagec",0.602527624194073,0.637394041527919,0.619470613562751,0.592160587169718,0.626554775225686,0.608872350410657,0.622194658641742,0.700305075396461,0.658943160617367,0.629095374863592
"bioc_skipgram_Nonechar200dim.BIOSSES",0.594609568724107,0.657514981924906,0.624482124608704,0.562611887975065,0.616112472280047,0.588148023273974,0.600124161436712,0.706541637646961,0.648999473484883,0.62054320712252
"bioc_skipgram_Nonechar200dim.Blagec",0.594609568724107,0.657514981924906,0.624482124608704,0.562611887975065,0.616112472280047,0.588148023273974,0.600124161436712,0.706541637646961,0.648999473484883,0.62054320712252
"bioc_skipgram_defaultchar.BIOSSES",0.626704792436824,0.668792347321062,0.647064908672071,0.532431832394674,0.593860380245725,0.561470934260614,0.605589160073035,0.704283887456139,0.651218358392913,0.619918067108532
"bioc_skipgram_defaultchar.Blagec",0.626704792436824,0.668792347321062,0.647064908672071,0.532431832394674,0.593860380245725,0.561470934260614,0.605589160073035,0.704283887456139,0.651218358392913,0.619918067108532
"BioNLP2016_PubMed.shuffle.win.30.BIOSSES",0.543230441457066,0.598977503530437,0.569743565685407,0.621211795219255,0.631429966570255,0.626279204563603,0.593261459857298,0.694761328979774,0.640012154839405,0.612011641696138
"BioNLP2016_PubMed.shuffle.win.30.Blagec",0.543230441457066,0.598977503530437,0.569743565685407,0.621211795219255,0.631429966570255,0.626279204563603,0.593261459857298,0.694761328979774,0.640012154839405,0.612011641696138
"stanf_skipgram_defaultchar200dim.BIOSSES",0.602241893841651,0.658490907776497,0.629111594253481,0.524812456241589,0.594041798714242,0.557285337410994,0.59007505428063,0.687902696174266,0.635244581746961,0.607213837803812
"stanf_skipgram_defaultchar200dim.Blagec",0.602241893841651,0.658490907776497,0.629111594253481,0.524812456241589,0.594041798714242,0.557285337410994,0.59007505428063,0.687902696174266,0.635244581746961,0.607213837803812
"BioNLP2016_PubMed.shuffle.win.2.BIOSSES",0.440239513267565,0.507583854799091,0.471519223323288,0.590013249563249,0.607878526723824,0.598812667374205,0.543258151132474,0.657699341109356,0.595026102689349,0.555119331128948
"BioNLP2016_PubMed.shuffle.win.2.Blagec",0.440239513267565,0.507583854799091,0.471519223323288,0.590013249563249,0.607878526723824,0.598812667374205,0.543258151132474,0.657699341109356,0.595026102689349,0.555119331128948
