Human;BioWordVec_extrinsic Average;BioWordVec_extrinsic Max;BioWordVec_extrinsic Min;BioWordVec_extrinsic Sum;bioc_skipgram_defaultchar Average;bioc_skipgram_defaultchar Max;bioc_skipgram_defaultchar Min;bioc_skipgram_defaultchar Sum;stanf_skipgram_defaultchar200dim Average;stanf_skipgram_defaultchar200dim Max;stanf_skipgram_defaultchar200dim Min;stanf_skipgram_defaultchar200dim Sum;BioNLP2016_PubMed-shuffle-win-2 Average;BioNLP2016_PubMed-shuffle-win-2 Max;BioNLP2016_PubMed-shuffle-win-2 Min;BioNLP2016_PubMed-shuffle-win-2 Sum
3.0;0.9863875924834393;0.9782836001319132;0.9798838920718195;0.9863875924834393;0.9886734919318275;0.9792640063898098;0.9762257666170889;0.9886734919318275;0.9903360935454539;0.9784024794750346;0.9700744455067966;0.9903360935454539;0.9865953863380745;0.9795836581844924;0.9920216211241635;0.9865953863380745
0.5;0.936743776480937;0.9051655585313213;0.9081063268891857;0.936743776480937;0.9460246423472617;0.8939349585847576;0.8969657964347881;0.9460246423472617;0.9556028512131733;0.8971684574936645;0.906150941218107;0.9556028512131733;0.8995252813696737;0.9058765992783387;0.9086111372892341;0.8995252813696737
3.0;0.9726748338386548;0.9735962337500371;0.9750103014081052;0.9726748338386548;0.9748568860336716;0.9758014497703404;0.9770449764309871;0.9748568860336716;0.9808060935500846;0.9622695985511436;0.9651994540508636;0.9808060935500846;0.9602126365667008;0.9680161484734943;0.9783950545221288;0.9602126365667008
4.1;0.9904519754864877;0.9754909631637264;0.9758249502759306;0.9904519754864877;0.9867688566280276;0.9677753836914129;0.973983551549934;0.9867688566280276;0.9899286739682763;0.9639682705432439;0.9717901545809522;0.9899286739682763;0.986747108878154;0.9769059180345775;0.9895224174304058;0.986747108878154
3.5;0.9768689866326342;0.9709214558121578;0.9782882395151047;0.9768689866326342;0.9861474407265736;0.9747072254276835;0.980578742725724;0.9861474407265736;0.9889274845477031;0.9843619682593522;0.9812722894436396;0.9889274845477031;0.9618092018746386;0.9685633394625587;0.967606766848965;0.9618092018746386
4.0;0.9957604779407075;0.9969483078996079;0.996051699062227;0.9957604779407075;0.9958564067338949;0.9905487568206284;0.9964148543701249;0.9958564067338949;0.9967108554947841;0.992932116343456;0.9971986466086619;0.9967108554947841;0.9944614589241942;0.9971306897973651;0.9966589579428446;0.9944614589241942
2.5;0.970759899659111;0.9733504167631776;0.980080191524616;0.970759899659111;0.9758977080124472;0.9726610312676128;0.9782326201062379;0.9758977080124472;0.9806589045530083;0.9804670419113367;0.97934998239107;0.9806589045530083;0.9617335436293215;0.9753387701046383;0.969526015737223;0.9617335436293215
4.0;0.9964552154457279;0.9963490898503499;0.9977522921304748;0.9964552154457279;0.9976426461062406;0.9967595159494116;0.994612659163861;0.9976426461062406;0.9980745145799446;0.9934118483640767;0.9966352818442654;0.9980745145799446;0.9941874467776839;0.9949014426254609;0.9961186821708757;0.9941874467776839
4.0;0.9921916161300298;0.9804336346019049;0.9795247235379386;0.9921916161300298;0.9932654418195715;0.9737422859671739;0.9781914891902721;0.9932654418195715;0.9943772732904662;0.9799147378320366;0.9841800325759794;0.9943772732904662;0.9881713234191113;0.9839681840205814;0.9799369736426891;0.9881713234191113
4.1;0.9872944915720798;0.9740551753818114;0.9760824105875174;0.9872944915720798;0.9881034785860494;0.9651739916751495;0.9689394839590468;0.9881034785860494;0.9911199446313194;0.966006898669821;0.9725941549751996;0.9911199446313194;0.9775816462111945;0.9692045771158996;0.982470839392421;0.9775816462111945
4.0;0.9788638694424108;0.9877733513058417;0.9900778508917477;0.9788638694424108;0.9775840647781905;0.991556913927224;0.9896129917640908;0.9775840647781905;0.9823288746982091;0.9898416548661864;0.9932219824097204;0.9823288746982091;0.9682513290802289;0.9889023633279056;0.9875078066713875;0.9682513290802289
3.0;0.989928281917052;0.977201691042992;0.9764965951613181;0.989928281917052;0.9915022402392548;0.9730689554669469;0.96735519664479;0.9915022402392548;0.9926854596264886;0.9680851874335632;0.9737550191753184;0.9926854596264886;0.9847016583126441;0.9782909783914358;0.9808701109873912;0.9847016583126441
4.0;0.980253618160185;0.9774235015594741;0.9796222752013817;0.980253618160185;0.9806697141909061;0.9690030658140953;0.9690803252248011;0.9806697141909061;0.9842871975491698;0.9674006724107649;0.9707059554513597;0.9842871975491698;0.9770715482978352;0.9799929383000084;0.9885094109217307;0.9770715482978352
3.0;0.9605607591339842;0.9736151196772708;0.9709282420333071;0.9605607591339842;0.9588269171799958;0.9631479318923365;0.9658225568312854;0.9588269171799958;0.9664006143537024;0.9606701609204645;0.9706659105813471;0.9664006143537024;0.9567364357782132;0.9788936209691818;0.9763910051999479;0.9567364357782132
4.5;0.9933561351608333;0.9908066993323215;0.9891832975804522;0.9933561351608333;0.9922491696672572;0.9878830898113211;0.9888225834835972;0.9922491696672572;0.9971849736310828;0.9978020351877392;0.9972094020798343;0.9971849736310828;0.9950043928143173;0.9980145342872684;0.9963333078689093;0.9950043928143173
3.5;0.9770192563440931;0.981694948273974;0.973643019153774;0.9770192563440931;0.9823506110967316;0.9797370993260751;0.9855296020068999;0.9823506110967316;0.9853847073338812;0.9937955426711903;0.9835203795905938;0.9853847073338812;0.9711325410053508;0.972981166459186;0.9760669732367303;0.9711325410053508
3.5;0.9324527686339081;0.9012763734853685;0.9164627945071783;0.9324527686339081;0.9230344102262102;0.8968682405626608;0.8678455798076748;0.9230344102262102;0.9375510774745343;0.8874131254936691;0.8814989095367535;0.9375510774745343;0.8946260136644436;0.914673675252273;0.9112975047896633;0.8946260136644436
3.0;0.988105873633602;0.9859024798246382;0.9795175971919774;0.988105873633602;0.9906675296039564;0.9831091321812508;0.9836382727231899;0.9906675296039564;0.9923216490046372;0.9862246007270928;0.9788941436556303;0.9923216490046372;0.9819173772558413;0.9885889321252516;0.975338903162194;0.9819173772558413
3.5;0.9959543115430813;0.9920641865714043;0.9912076072714529;0.9959543115430813;0.9964783754343788;0.988258392550963;0.9870102716119469;0.9964783754343788;0.997164756170934;0.9853281271822454;0.9903109859039158;0.997164756170934;0.9951351976674719;0.9926637212020547;0.9932987818391712;0.9951351976674719
4.0;0.9992432187646495;0.9996107904248985;0.9990968475092342;0.9992432187646495;0.9992742832550803;0.9987937796738127;0.9958602819520747;0.9992742832550803;0.9994351730129233;0.9966814952497477;0.9983896315660494;0.9994351730129233;0.9990752592883141;0.9989536248289382;0.9984757715345145;0.9990752592883141
4.0;0.9988554230263774;0.9955702513593623;0.9981059973188382;0.9988554230263774;0.9987384154152631;0.9969237193066482;0.9931790706712555;0.9987384154152631;0.9990025386328512;0.9915331008184078;0.9945844954666894;0.9990025386328512;0.9984725630028468;0.994880104053906;0.9957775967885287;0.9984725630028468
4.0;0.9969870635060578;0.9998030389386565;0.9991991245459506;0.9969870635060578;0.9978917139377788;0.9992637210340646;0.9999015623352484;0.9978917139377788;0.998278214873484;0.9999090350143347;0.9990678184553904;0.998278214873484;0.9934332941668239;0.9982371149180808;0.997595886272439;0.9934332941668239
3.0;0.9664232313048946;0.9694583084017658;0.9737951206110443;0.9664232313048946;0.9717288345246098;0.9696787565959426;0.9781656716306324;0.9717288345246098;0.9767569067757572;0.977085223092632;0.9623586469534924;0.9767569067757572;0.9532424289367942;0.961418777804043;0.9643463466972706;0.9532424289367942
2.5;0.987219689931772;0.9744745649828186;0.9722385342143045;0.987219689931772;0.9875974972245134;0.9729649574392479;0.9729056861791892;0.9875974972245134;0.9893156318865957;0.9767815480835278;0.9711632276448364;0.9893156318865957;0.9823558011495873;0.9806315619787543;0.9758891233241099;0.9823558011495873
2.5;0.970005414866721;0.9500639860241381;0.9469785002340144;0.970005414866721;0.976702137719704;0.9560242719047799;0.9412879675122416;0.976702137719704;0.9820841765243717;0.9432335476627166;0.9500909293407728;0.9820841765243717;0.9460927951846397;0.9461065859507625;0.9445218502529179;0.9460927951846397
3.0;0.9740352595173697;0.9657470190593614;0.9830064128740953;0.9740352595173697;0.978567218879014;0.9730304646304657;0.9781719466673182;0.978567218879014;0.9819975521128972;0.9729633442508183;0.9779687883347532;0.9819975521128972;0.9601486339327738;0.9767575223743964;0.9646743644775835;0.9601486339327738
0.0;0.8381070732276231;0.8529487327690226;0.889268117864223;0.8381070732276231;0.8356237273597426;0.8304853017392905;0.8734218658255396;0.8356237273597426;0.8658786444544639;0.8624418168511903;0.8845306631447001;0.8658786444544639;0.7976080904361807;0.8978626352417355;0.8871641466352908;0.7976080904361807
4.25;0.9820644627634303;0.9497555792895883;0.9485322239724017;0.9820644627634303;0.9830701560015127;0.9419100180727442;0.9555116321312384;0.9830701560015127;0.9884814083104613;0.9591429379590065;0.9817066051465959;0.9884814083104613;0.9804967159974641;0.9744438360248588;0.9875006476279357;0.9804967159974641
3.0;0.9481893237183988;0.9591613338132376;0.951076496413391;0.9481893237183988;0.9537010591448513;0.9517709721746771;0.9521570959668247;0.9537010591448513;0.9658767984751955;0.941368379622033;0.945494401311006;0.9658767984751955;0.9353900195576095;0.9493005931149816;0.9498697692250248;0.9353900195576095
3.0;0.9468407766594149;0.9711587460712494;0.9684353554116097;0.9468407766594149;0.9529189943109201;0.9636814400639199;0.9647648236192433;0.9529189943109201;0.9619498933373433;0.9556238244694559;0.9659362034374989;0.9619498933373433;0.9306654896102888;0.9726169779840541;0.9754404555073704;0.9306654896102888
4.0;0.9622578925011191;0.9466840462928813;0.9586786543924481;0.9622578925011191;0.9583418109703895;0.9517106124312695;0.9573697290358492;0.9583418109703895;0.9690941865873202;0.9607900581892772;0.9557874562325444;0.9690941865873202;0.9406367527596673;0.9519938757369332;0.9462485216297901;0.9406367527596673
0.0;0.9337750546121056;0.8949319804340745;0.9111918564143989;0.9337750546121056;0.932668166843714;0.8854525946359106;0.9018726764040598;0.932668166843714;0.9480179833419884;0.9050583086585483;0.9261616131504599;0.9480179833419884;0.8951208012426343;0.9149791273975609;0.9132346046355071;0.8951208012426343
3.5;0.9759159399540607;0.9490936776623105;0.9525650266124636;0.9759159399540607;0.9742811373995283;0.9465603668351096;0.9413327048714855;0.9742811373995283;0.9802819652674548;0.938067461342231;0.9516772874765217;0.9802819652674548;0.9657051579937702;0.9587308136084454;0.957352994515819;0.9657051579937702
1.0;0.9258147643070296;0.8915838910225203;0.9008887964736595;0.9258147643070296;0.9265117376503139;0.8711369857067278;0.8725674522515681;0.9265117376503139;0.9446033001357101;0.8937365480767491;0.873986153194065;0.9446033001357101;0.9067163434930033;0.9146366869727843;0.9009320463705618;0.9067163434930033
0.0;0.9007094835124451;0.9093412067064458;0.8913866811383827;0.9007094835124451;0.9062741259258312;0.8688788941038593;0.8871021105873004;0.9062741259258312;0.9237803281802017;0.8689727453513648;0.8817871912342344;0.9237803281802017;0.8728043926349256;0.8951488063789049;0.899780134493736;0.8728043926349256
1.5;0.9405910755031124;0.9443827797759753;0.9577530570095625;0.9405910755031124;0.9475032134669416;0.9416723242842897;0.9384793568145285;0.9475032134669416;0.9582999768342569;0.9423182478769508;0.9674581599533836;0.9582999768342569;0.9256470412738658;0.9549203944742514;0.9493854513445934;0.9256470412738658
3.6;0.9733943933988974;0.9688670829880791;0.9427000635324078;0.9733943933988974;0.9696125846896129;0.9361564297042737;0.9458902270966772;0.9696125846896129;0.9764420624907387;0.9438876165586063;0.9541753080040403;0.9764420624907387;0.9610089306678227;0.9576563297216352;0.9649404103018842;0.9610089306678227
3.0;0.9850967974828401;0.989910497944882;0.9851682426203245;0.9850967974828401;0.9868351026750409;0.9873160484624794;0.9845716675332719;0.9868351026750409;0.9880296354555682;0.9809000940847137;0.9741553875668502;0.9880296354555682;0.9723037874906911;0.9788578595039115;0.9666377390832286;0.9723037874906911
3.0;0.978853386870946;0.9898269956065354;0.9828232084255143;0.978853386870946;0.9826181981512018;0.9916956700471778;0.9894709904765141;0.9826181981512018;0.9878146308226229;0.9860959815657304;0.9790192721258881;0.9878146308226229;0.9711332602531207;0.9781661568526471;0.9776812772302038;0.9711332602531207
5.0;0.9925572601719113;0.9903812213239146;0.9853784246683595;0.9925572601719113;0.9932387474110046;0.9831021137978253;0.9847187309222756;0.9932387474110046;0.9945761517217749;0.9815219540957734;0.9853932998263799;0.9945761517217749;0.9893741924943501;0.9932212749501612;0.9898307267139933;0.9893741924943501
3.5;0.9550522371030421;0.9699348447201077;0.9539351797033518;0.9550522371030421;0.9662502628352505;0.9588602865220633;0.9626637986211342;0.9662502628352505;0.9730746975460661;0.9483588813558984;0.9672236335423753;0.9730746975460661;0.9349345031043865;0.9595213724246363;0.9549479017817776;0.9349345031043865
0.0;0.9092146899292438;0.8861030024088429;0.8958232772258491;0.9092146899292438;0.919521373514555;0.8950970520796032;0.8987769965874286;0.919521373514555;0.9396815540893955;0.8921898845762846;0.916487055677148;0.9396815540893955;0.8662306400714093;0.902590704528711;0.9073144696939901;0.8662306400714093
4.0;0.9623789859929821;0.9365161688043019;0.9702537208960597;0.9623789859929821;0.9599305475280256;0.9488474132386646;0.9442592559126923;0.9599305475280256;0.967784055097095;0.9490720067327558;0.9476266193679972;0.967784055097095;0.9525738729125156;0.9735738821852318;0.9685979344965303;0.9525738729125156
4.5;0.9931444692163572;0.9924574489575559;0.9923373951140154;0.9931444692163572;0.993560399869161;0.9969547840980947;0.9918062795510367;0.993560399869161;0.9946572084065154;0.9930215750100047;0.9931741872514949;0.9946572084065154;0.991250584305151;0.9905890326500038;0.9939072736663219;0.991250584305151
3.0;0.9864086515162132;0.9663468957096701;0.9702999344479243;0.9864086515162132;0.9861402727685764;0.9663622687282214;0.9621869605784477;0.9861402727685764;0.9880693748310209;0.956661104670877;0.9657629620508951;0.9880693748310209;0.9812120585292173;0.9765213640616898;0.9727606470834399;0.9812120585292173
3.5;0.9880970106092969;0.9856052346249383;0.9892270924607979;0.9880970106092969;0.9899534757504923;0.9855129445225855;0.9882878483040414;0.9899534757504923;0.9922760134003584;0.9874002910402692;0.9834677398960943;0.9922760134003584;0.9791340554462026;0.9892950249284207;0.9833877476045952;0.9791340554462026
4.0;0.9902815966181742;0.9895627096316806;0.9885610154159836;0.9902815966181742;0.9917584242528035;0.9838970343654486;0.9880505315567155;0.9917584242528035;0.9931430896350757;0.9769081157622382;0.9844463094359782;0.9931430896350757;0.9882536949967317;0.988790710341407;0.9891172863315244;0.9882536949967317
3.0;0.9758934722166923;0.9860317610500059;0.9857672504575807;0.9758934722166923;0.9779618582065132;0.9851353243310885;0.9845221287597544;0.9779618582065132;0.9812648473526762;0.9850950656377484;0.9805896210101849;0.9812648473526762;0.9733396171711561;0.987325877485868;0.9878408536602648;0.9733396171711561
3.0;0.963760308653322;0.9647663915762759;0.9576254683999158;0.963760308653322;0.9648344228238224;0.9462509239781993;0.9575988335931468;0.9648344228238224;0.9745244285314456;0.9719579363693854;0.9722580782525355;0.9745244285314456;0.9529739090584343;0.9800878146412145;0.9697371603855507;0.9529739090584343
3.5;0.9697231394291083;0.9770814583445901;0.9750577902203056;0.9697231394291083;0.9708904756160208;0.9624704147560202;0.9821560579728323;0.9708904756160208;0.9754147383825976;0.9719289980483055;0.9708751219327961;0.9754147383825976;0.956756044503968;0.9752533166675506;0.9848673876181586;0.956756044503968
2.5;0.9422463395774854;0.9352727323152984;0.9365034427259464;0.9422463395774854;0.9528066148831427;0.9404563057725344;0.9339879260733002;0.9528066148831427;0.9640697466655975;0.9421131544913675;0.9370438191274935;0.9640697466655975;0.9369558560888833;0.9546481910618239;0.9404248560407318;0.9369558560888833
3.5;0.9775503873419022;0.9596696499536833;0.960899221707296;0.9775503873419022;0.9715514967805138;0.943052534996279;0.9529812547003261;0.9715514967805138;0.988049066747888;0.9666749881043087;0.9719004188271491;0.988049066747888;0.9870799410285983;0.984414757381025;0.9873042690031609;0.9870799410285983
3.5;0.9488663676153485;0.9257854148934102;0.9234592077840283;0.9488663676153485;0.9595778515308376;0.9229528031448498;0.9028564198666861;0.9595778515308376;0.9677274923703935;0.9172106133223383;0.9352696842624969;0.9677274923703935;0.9264678383919192;0.9237949288246716;0.9309747218586358;0.9264678383919192
3.0;0.9812046902302305;0.9649518585698018;0.9709279685707914;0.9812046902302305;0.9826601069181676;0.9669009298029501;0.9674376958261528;0.9826601069181676;0.9857670983984393;0.9607236709666771;0.9695981083997913;0.9857670983984393;0.9775167598384724;0.9702502759285703;0.97840132015824;0.9775167598384724
4.5;0.9511769834756003;0.96570097884741;0.9582463764403376;0.9511769834756003;0.9588147522089611;0.9467771057760187;0.9517180739844431;0.9588147522089611;0.9666321801578386;0.9608784733330327;0.9483305178116753;0.9666321801578386;0.9201789016376123;0.950291830465813;0.9543440196627135;0.9201789016376123
2.5;0.9503203019497177;0.9391729742299428;0.9194795415229068;0.9503203019497177;0.9442426757804199;0.923023866833325;0.9220577663744945;0.9442426757804199;0.9670163780895061;0.9165039417603248;0.916214371984653;0.9670163780895061;0.9427387931936495;0.9494604258592179;0.9460760112042869;0.9427387931936495
3.5;0.9368256210440002;0.915937927621984;0.949292164793111;0.9368256210440002;0.931718381190837;0.9157059032271126;0.9243754793736828;0.931718381190837;0.953366104095034;0.9432150077828743;0.9422462854060556;0.953366104095034;0.9157887293211538;0.9584872755488286;0.9429193000579701;0.9157887293211538
3.0;0.9808342870569559;0.9787323273188242;0.9763945524388546;0.9808342870569559;0.9833409524312828;0.9815075931981363;0.9830894885508068;0.9833409524312828;0.9864077088534774;0.9819306148012023;0.9774424045008547;0.9864077088534774;0.9741479158223407;0.9793914734394001;0.9822395876102462;0.9741479158223407
2.5;0.9769521737792694;0.9577665870457949;0.9494842515884765;0.9769521737792694;0.9795963320561443;0.9602455050251143;0.9519241700003429;0.9795963320561443;0.98282596882074;0.9650258783549855;0.9549292247862003;0.98282596882074;0.9642642891909433;0.9760327113513584;0.9699258196467371;0.9642642891909433
4.0;0.969552595805276;0.9647087720325314;0.974995118441301;0.969552595805276;0.9740628113316271;0.972035161056058;0.963264529068426;0.9740628113316271;0.9795959169152834;0.9787740842385172;0.9835563218704808;0.9795959169152834;0.9595427625104549;0.9689444694934316;0.9659430942100883;0.9595427625104549
3.5;0.985827179274275;0.9768137729188284;0.9849706182308593;0.985827179274275;0.9888417351645565;0.9746370726751297;0.9728777588973603;0.9888417351645565;0.9909787147343679;0.9881154162129813;0.970713932648055;0.9909787147343679;0.9806948136328834;0.9829485650562011;0.9795263748127353;0.9806948136328834
3.5;0.9574393202946047;0.9268655809845601;0.954781151507729;0.9574393202946047;0.953096793040837;0.9470347369698683;0.9413441397500869;0.953096793040837;0.964785793138615;0.9323643387390459;0.949492068436446;0.964785793138615;0.9277141930489414;0.9503260339703236;0.945283673316153;0.9277141930489414
3.0;0.9863576109191484;0.9806814865741792;0.9819074086514351;0.9863576109191484;0.9895208356046925;0.984942848425844;0.9797042907451533;0.9895208356046925;0.9915953907895709;0.9753923754921434;0.9865663445911018;0.9915953907895709;0.9794057662036859;0.9797528477627702;0.9823584540128416;0.9794057662036859
2.5;0.9903903473685831;0.977898957587535;0.9765920719545428;0.9903903473685831;0.989587044012611;0.9802983385540632;0.9783856090697343;0.989587044012611;0.9916706297562506;0.9849197560636017;0.975934031244541;0.9916706297562506;0.9875841920250712;0.9884478151378558;0.9900128345290414;0.9875841920250712
4.0;0.9876534546618703;0.9829788004758864;0.9733500632324348;0.9876534546618703;0.9888562835069337;0.9523552498886627;0.970899156205359;0.9888562835069337;0.9915933817840338;0.9603373094966922;0.9759308896172003;0.9915933817840338;0.9772440243997963;0.9697776081690378;0.9827128497022526;0.9772440243997963
3.5;0.951866774785796;0.9121990366209309;0.9227409585106686;0.951866774785796;0.9661332592989909;0.9299880922914588;0.9052562846210361;0.9661332592989909;0.9708600159565761;0.9268683447996114;0.936886301717798;0.9708600159565761;0.9432700003049408;0.9385560220914976;0.9368027372860485;0.9432700003049408
2.5;0.8889116870714324;0.9267134662476724;0.9317031413366971;0.8889116870714324;0.8715842324679104;0.9250184128048986;0.9180806900118337;0.8715842324679104;0.8875725820644752;0.9151446739309177;0.9437006132566517;0.8875725820644752;0.8617712422321084;0.9280403732675624;0.9361807972620194;0.8617712422321084
2.5;0.981559789986351;0.9630453732719944;0.966109631188739;0.981559789986351;0.9820286486119711;0.9617304579379317;0.966012071251935;0.9820286486119711;0.9859622923661163;0.9696081139755472;0.9717147339258293;0.9859622923661163;0.9741317014515914;0.9681248216381055;0.9643354311592313;0.9741317014515914
5.0;0.9913058229300977;0.9918739025537758;0.9927502683086527;0.9913058229300977;0.9933445014979984;0.9865045452182084;0.9885676184294471;0.9933445014979984;0.99400481009215;0.9914223571955069;0.9907279923691374;0.99400481009215;0.9853682278446065;0.9885452137292513;0.9902897335655677;0.9853682278446065
4.25;0.9829000557868031;0.9671416641277024;0.9677848290705195;0.9829000557868031;0.9744357742128037;0.951872714777209;0.9442939030678199;0.9744357742128037;0.9792207574929529;0.9429492536973376;0.9432929853263768;0.9792207574929529;0.9748275508466865;0.9629607519157742;0.9714235325956251;0.9748275508466865
2.5;0.9626353472924946;0.9498061614279649;0.9638944136121116;0.9626353472924946;0.9643219781028618;0.9600018359522007;0.9444775300291638;0.9643219781028618;0.9713199100107941;0.9522580636089829;0.9637792614209139;0.9713199100107941;0.9494497192108949;0.9696280883793679;0.9502650366943953;0.9494497192108949
2.95;0.9897693110384786;0.9787500749536044;0.9815561754348527;0.9897693110384786;0.989190820508913;0.9630940226249385;0.9625730130818062;0.989190820508913;0.9916654158798981;0.9609817907504722;0.9662806491523612;0.9916654158798981;0.9857756764496206;0.9715560351175596;0.9766337273532572;0.9857756764496206
3.0;0.9888543193742177;0.9665393695511469;0.9780881273037288;0.9888543193742177;0.9881104584487057;0.9657769684016035;0.9688772054243303;0.9881104584487057;0.9912915554750032;0.9761395853372814;0.9829556451937038;0.9912915554750032;0.9879107194175459;0.9864732891729858;0.9895504229789062;0.9879107194175459
3.45;0.9922138679343662;0.9856955615794681;0.9860092531206914;0.9922138679343662;0.9925740329853211;0.9777176623961806;0.9861031440137701;0.9925740329853211;0.9938112246788077;0.9831284910363904;0.9855931941639836;0.9938112246788077;0.9840426305074575;0.9737211802120703;0.9860552112501504;0.9840426305074575
2.5;0.9832542909583243;0.9647264098344195;0.9688290072011991;0.9832542909583243;0.9838277405234185;0.9721463748300605;0.9626115471462785;0.9838277405234185;0.9872909996292921;0.9769752293263138;0.9672873100384582;0.9872909996292921;0.973532154008532;0.9788830059485497;0.9723953940783763;0.973532154008532
0.5;0.9329214615509268;0.9268166314475172;0.9311843913439526;0.9329214615509268;0.9320051222595818;0.9388935651144044;0.9285586869312384;0.9320051222595818;0.9475352796134776;0.9353672379747328;0.936844277058013;0.9475352796134776;0.9330214587907244;0.9468209110683331;0.9409794053730186;0.9330214587907244
4.5;0.9402983416481204;0.9466860719423554;0.9441993465284532;0.9402983416481204;0.9609210754091934;0.9437507017246876;0.9353978454462004;0.9609210754091934;0.9703125987533013;0.9394734959642863;0.9535967746659307;0.9703125987533013;0.9176950305171735;0.9414768495806142;0.9484453957712105;0.9176950305171735
2.0;0.8694468618803328;0.9224701996943968;0.9097375867043814;0.8694468618803328;0.876650021271186;0.8985799501959945;0.9130505176508106;0.876650021271186;0.9056994805400735;0.9132961651131908;0.9290831766721609;0.9056994805400735;0.8394412223802475;0.9300308046158344;0.9206681914620657;0.8394412223802475
2.0;0.9357108459593432;0.9366367237694023;0.9374313881634211;0.9357108459593432;0.9363891867751112;0.9296513338363198;0.9393694196974864;0.9363891867751112;0.9497745564781809;0.9269011920333255;0.936062304686643;0.9497745564781809;0.916029755572303;0.9422124755156522;0.9343907033814445;0.916029755572303
3.5;0.9957266562822413;0.9919399860982947;0.994393017395211;0.9957266562822413;0.9965336795060554;0.9865281848067383;0.989798137094455;0.9965336795060554;0.9970182508428485;0.992222100892678;0.9902770228875393;0.9970182508428485;0.9939693980355279;0.991082022121085;0.9914718357918316;0.9939693980355279
3.5;0.986962868728452;0.9806273515312837;0.9776990591661261;0.986962868728452;0.9882574964583335;0.9722219531460911;0.9733577910821213;0.9882574964583335;0.990073946545817;0.9756465271201112;0.984591634157527;0.990073946545817;0.9797142840259445;0.978859768197532;0.981223785783114;0.9797142840259445
