Human;sent2vec None;sent2vec Default;sent2vec BIOSSES;sent2vec Blagec
2.0;0.568589112494799;0.5925962186005685;0.4662582224181235;0.4662582224181235
2.4;0.5083168979904591;0.5150478073309603;0.4362076112220058;0.4362076112220058
3.4;0.5750711524754027;0.6150298590752623;0.6150298590752623;0.6150298590752623
3.0;0.7089901698070584;0.7327974039151819;0.6753591816256169;0.6753591816256169
4.0;0.6431951948991297;0.6466824994877638;0.6519851812203897;0.6519851812203897
4.0;0.7438075173208066;0.7214250027583322;0.7214250027583322;0.7214250027583322
3.4;0.7057828486684581;0.8146805898490472;0.6566490999918078;0.6566490999918078
3.4;0.7650024177212271;0.7525666052984632;0.7525666052984632;0.7525666052984632
3.0;0.4963581501511232;0.493257408383881;0.48678806016686205;0.48678806016686205
2.0;0.6908971691362907;0.6852575591362335;0.6852575591362335;0.6852575591362335
3.8;0.5625757577400186;0.8533249499655624;0.7228798394428662;0.7228798394428662
3.4;0.529662093739766;0.6948351660979958;0.5608768331260847;0.5608768331260847
2.0;0.5039702175362584;0.49629928656782185;0.4133792502935345;0.4133792502935345
4.0;0.7206948655824562;0.7329368010641134;0.5995562224175032;0.5995562224175032
3.2;0.5760458004134283;0.5351275012222864;0.5619686051216436;0.5619686051216436
2.2;0.37590408055690033;0.361047704439914;0.3072163159576364;0.3072163159576364
3.0;0.6748741674563091;0.625373572223168;0.6501161076469534;0.6501161076469534
2.0;0.5015993529216132;0.5922178582102462;0.45577301483154825;0.45577301483154825
0.6;0.5660467001320673;0.5740143478734242;0.48943780394020203;0.48943780394020203
3.2;0.7873786904608734;0.7606337230080261;0.7736809363887468;0.7736809363887468
3.6;0.7670082898371382;0.7546211765638207;0.7546211765638207;0.7546211765638207
1.0;0.4669645080669483;0.4948659303946956;0.45068133168568425;0.45068133168568425
1.8;0.5574941477930586;0.6521153508346054;0.555934513784085;0.555934513784085
2.8;0.6301739392304362;0.46456498687969255;0.5626534627037281;0.5626534627037281
2.8;0.6482804211482665;0.4973787835789149;0.5712957965723381;0.5712957965723381
1.8;0.670228277541527;0.7070038533686359;0.6567172464263724;0.6567172464263724
1.8;0.5159346619456013;0.5759133139270048;0.5196309407335022;0.5196309407335022
2.6;0.5923871890416912;0.6426873674476892;0.5359484473102293;0.5359484473102293
1.4;0.40671774079199086;0.6110561167756263;0.5130144813861018;0.5130144813861018
3.0;0.5120210335366794;0.5478045897703165;0.5521981875939934;0.5521981875939934
0.6;0.46245472835141593;0.4824109109158199;0.47781296271951634;0.47781296271951634
1.8;0.590517879746766;0.5432857367364277;0.6295166335086383;0.6295166335086383
3.0;0.64862210163594;0.622505253619112;0.6539321790370763;0.6539321790370763
3.0;0.7118371087060894;0.7335851343433191;0.7320194890518965;0.7320194890518965
3.8;0.8018214105768946;0.7859386381652352;0.7839142517947323;0.7839142517947323
2.4;0.5755638956451273;0.5598487639245688;0.5521069914109511;0.5521069914109511
3.6;0.7569342418808438;0.7408665547787615;0.7278020044732776;0.7278020044732776
2.8;0.5577448460630956;0.7985144205238135;0.56508432979529;0.56508432979529
3.6;0.6750404148288714;0.6697087265744065;0.6697087265744065;0.6697087265744065
3.0;0.6105583327376707;0.6737608319179954;0.6062084248826751;0.6062084248826751
0.0;0.2655841041872162;0.33762655218819154;0.28594790692384464;0.28594790692384464
0.0;0.3721745158818157;0.36129233192150323;0.34134771169869244;0.34134771169869244
0.2;0.28643220172597905;0.22661762649170847;0.23761792834392642;0.23761792834392642
0.0;0.4016270780146688;0.38469357677299904;0.40697889830976164;0.40697889830976164
0.2;0.3779556820333403;0.3429537432734188;0.3455509646206547;0.3455509646206547
0.2;0.44956877331015865;0.46421020902483234;0.42577297846541157;0.42577297846541157
1.8;0.521506044451595;0.5021721780991817;0.4958090153728701;0.4958090153728701
1.4;0.4229831985457812;0.43175013535815615;0.42838039839847025;0.42838039839847025
1.8;0.4754047238493356;0.4091654567839779;0.42272234914245493;0.42272234914245493
2.0;0.5174293330006682;0.48845822795212185;0.5031499465794328;0.5031499465794328
0.0;0.37233375909412003;0.3854597883381718;0.387451789860026;0.387451789860026
0.8;0.542905147767096;0.6041086124677592;0.5795431212132168;0.5795431212132168
2.2;0.6268813484915569;0.576726738587597;0.6084332867816716;0.6084332867816716
1.4;0.4002799851575011;0.41683409166387153;0.4183426686743202;0.4183426686743202
1.8;0.559469978580086;0.5706897788032572;0.586804905351677;0.586804905351677
3.0;0.4801284963911973;0.671898676505219;0.5760312402522905;0.5760312402522905
1.2;0.6455238515252683;0.6025204479509351;0.5139113297863915;0.5139113297863915
0.2;0.4047972851441299;0.380073084179326;0.38425432104295265;0.38425432104295265
0.2;0.4006902486303757;0.29728633625235;0.3229580235920542;0.3229580235920542
0.6;0.40197185883085423;0.36856067130170833;0.35609462151595556;0.35609462151595556
0.2;0.38224957962063427;0.3451720477458069;0.35043029489270583;0.35043029489270583
0.2;0.3482753621925507;0.3453402678741204;0.3296697691200951;0.3296697691200951
0.0;0.3504232125426155;0.29400242016847683;0.3375342222246194;0.3375342222246194
0.2;0.4210370046709574;0.3620411747903691;0.4082841433856262;0.4082841433856262
0.2;0.37379808250279445;0.30173891692250127;0.3020988730922535;0.3020988730922535
2.0;0.42506693014666425;0.38168571085485004;0.38168571085485004;0.38168571085485004
2.8;0.5315039939135078;0.5863164914678668;0.5724498696309417;0.5724498696309417
2.0;0.5309205027926032;0.45260553323457553;0.4451604840686466;0.4451604840686466
4.0;0.8198217905104952;0.7697977356961051;0.7545888079203201;0.7545888079203201
3.0;0.6135110778002052;0.6441976137192151;0.5506032135964494;0.5506032135964494
3.2;0.5574589959231794;0.6219965845776508;0.6264783966225493;0.6264783966225493
1.6;0.561923746664787;0.5009712472413465;0.5667295496387286;0.5667295496387286
2.4;0.5335876977795975;0.5802420283789962;0.5114178209323257;0.5114178209323257
3.2;0.6134658330538162;0.5920116878742631;0.5920116878742631;0.5920116878742631
1.8;0.5193853390119518;0.4504695139638307;0.4629509966910061;0.4629509966910061
