Human;biobert_v1.0_pubmed Biosses2017;biobert_v1.0_pubmed nltk2018;biobert_v1.0_pubmed None;biobert_v1.0_pmc Biosses2017;biobert_v1.0_pmc nltk2018;biobert_v1.0_pmc None;biobert_v1.0_pubmed_pmc Biosses2017;biobert_v1.0_pubmed_pmc nltk2018;biobert_v1.0_pubmed_pmc None;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 Biosses2017;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 nltk2018;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 None;NCBI_BERT_pubmed_mimic_uncased_L-24_H-1024_A-16 Biosses2017;NCBI_BERT_pubmed_mimic_uncased_L-24_H-1024_A-16 nltk2018;NCBI_BERT_pubmed_mimic_uncased_L-24_H-1024_A-16 None;NCBI_BERT_pubmed_uncased_L-12_H-768_A-12 Biosses2017;NCBI_BERT_pubmed_uncased_L-12_H-768_A-12 nltk2018;NCBI_BERT_pubmed_uncased_L-12_H-768_A-12 None;NCBI_BERT_pubmed_uncased_L-24_H-1024_A-16 Biosses2017;NCBI_BERT_pubmed_uncased_L-24_H-1024_A-16 nltk2018;NCBI_BERT_pubmed_uncased_L-24_H-1024_A-16 None
3.0;0.9755912511238293;0.9918821265774225;0.9947964027274135;0.9755912511238293;0.9918821265774225;0.9947964027274135;0.9755912511238293;0.9918821265774225;0.9947964027274135;0.9877075359672052;0.9936962884251205;0.9962163638020884;0.9877075359672052;0.9936962884251205;0.9962163638020884;0.9877075359672052;0.9936962884251205;0.9962163638020884;0.9877075359672052;0.9936962884251205;0.9962163638020884
0.5;0.9450691876533298;0.9453467255298401;0.9131221748732667;0.9450691876533298;0.9453467255298401;0.9131221748732667;0.9450691876533298;0.9453467255298401;0.9131221748732667;0.9450691876533298;0.9453467255298401;0.9131221748732667;0.9450691876533298;0.9453467255298401;0.9131221748732667;0.9450691876533298;0.9453467255298401;0.9131221748732667;0.9450691876533298;0.9453467255298401;0.9131221748732667
3.0;0.984666309090327;0.9849951000751243;0.9744648966230841;0.984666309090327;0.9849951000751243;0.9744648966230841;0.984666309090327;0.9849951000751243;0.9744648966230841;0.984666309090327;0.9849951000751243;0.9744648966230841;0.984666309090327;0.9849951000751243;0.9744648966230841;0.984666309090327;0.9849951000751243;0.9744648966230841;0.984666309090327;0.9849951000751243;0.9744648966230841
4.1;0.9844526961687066;0.9914185281557099;0.9958969339339111;0.9844526961687066;0.9914185281557099;0.9958969339339111;0.9844526961687066;0.9914185281557099;0.9958969339339111;0.985225263374944;0.9887666384837398;0.9938805958686102;0.985225263374944;0.9887666384837398;0.9938805958686102;0.985225263374944;0.9887666384837398;0.9938805958686102;0.985225263374944;0.9887666384837398;0.9938805958686102
3.5;0.9865559677383008;0.9752660551516492;0.9595203013561064;0.9865559677383008;0.9752660551516492;0.9595203013561064;0.9865559677383008;0.9752660551516492;0.9595203013561064;0.9865559677383008;0.9752660551516492;0.9595203013561064;0.9865559677383008;0.9752660551516492;0.9595203013561064;0.9865559677383008;0.9752660551516492;0.9595203013561064;0.9865559677383008;0.9752660551516492;0.9595203013561064
4.0;0.985919321877587;0.9883176613223007;0.986547716826444;0.985919321877587;0.9883176613223007;0.986547716826444;0.985919321877587;0.9883176613223007;0.986547716826444;0.9874093495238604;0.9910907414928054;0.9886504010617103;0.9874093495238604;0.9910907414928054;0.9886504010617103;0.9874093495238604;0.9910907414928054;0.9886504010617103;0.9874093495238604;0.9910907414928054;0.9886504010617103
2.5;0.9809534961406049;0.9869320617848113;0.9923239510858461;0.9809534961406049;0.9869320617848113;0.9923239510858461;0.9809534961406049;0.9869320617848113;0.9923239510858461;0.9809534961406049;0.9869320617848113;0.9923239510858461;0.9809534961406049;0.9869320617848113;0.9923239510858461;0.9809534961406049;0.9869320617848113;0.9923239510858461;0.9809534961406049;0.9869320617848113;0.9923239510858461
4.0;0.976505041311827;0.9787209329189325;0.9612374992799096;0.976505041311827;0.9787209329189325;0.9612374992799096;0.976505041311827;0.9787209329189325;0.9612374992799096;0.976616083726694;0.9780233912154946;0.9612402367414365;0.976616083726694;0.9780233912154946;0.9612402367414365;0.976616083726694;0.9780233912154946;0.9612402367414365;0.976616083726694;0.9780233912154946;0.9612402367414365
4.0;0.9720522709017136;0.9774429840679022;0.9611106019070247;0.9720522709017136;0.9774429840679022;0.9611106019070247;0.9720522709017136;0.9774429840679022;0.9611106019070247;0.9739663961253046;0.9822007564072309;0.9641282813769754;0.9739663961253046;0.9822007564072309;0.9641282813769754;0.9739663961253046;0.9822007564072309;0.9641282813769754;0.9739663961253046;0.9822007564072309;0.9641282813769754
4.1;0.9837752545278571;0.9811591998145912;0.9745566663544152;0.9837752545278571;0.9811591998145912;0.9745566663544152;0.9837752545278571;0.9811591998145912;0.9745566663544152;0.983322580076194;0.9849374420467746;0.9749740751237018;0.983322580076194;0.9849374420467746;0.9749740751237018;0.983322580076194;0.9849374420467746;0.9749740751237018;0.983322580076194;0.9849374420467746;0.9749740751237018
4.0;0.9827465906469904;0.979488892268877;0.9548303353458403;0.9827465906469904;0.979488892268877;0.9548303353458403;0.9827465906469904;0.979488892268877;0.9548303353458403;0.9837357658039505;0.9799326412904359;0.9463339484343417;0.9837357658039505;0.9799326412904359;0.9463339484343417;0.9837357658039505;0.9799326412904359;0.9463339484343417;0.9837357658039505;0.9799326412904359;0.9463339484343417
3.0;0.9729766397605875;0.9660708668378816;0.9629679237866113;0.9729766397605875;0.9660708668378816;0.9629679237866113;0.9729766397605875;0.9660708668378816;0.9629679237866113;0.9734533085975908;0.9702024242175532;0.9657700853542553;0.9734533085975908;0.9702024242175532;0.9657700853542553;0.9734533085975908;0.9702024242175532;0.9657700853542553;0.9734533085975908;0.9702024242175532;0.9657700853542553
4.0;0.9807750949679033;0.987131387346368;0.9722861065819338;0.9807750949679033;0.987131387346368;0.9722861065819338;0.9807750949679033;0.987131387346368;0.9722861065819338;0.9862652454980696;0.9904261031538149;0.9819280365187978;0.9862652454980696;0.9904261031538149;0.9819280365187978;0.9862652454980696;0.9904261031538149;0.9819280365187978;0.9862652454980696;0.9904261031538149;0.9819280365187978
3.0;0.9835566074958836;0.9819894639006548;0.9817545125386984;0.9835566074958836;0.9819894639006548;0.9817545125386984;0.9835566074958836;0.9819894639006548;0.9817545125386984;0.9669821804685963;0.9753094350577234;0.9699962090010233;0.9669821804685963;0.9753094350577234;0.9699962090010233;0.9669821804685963;0.9753094350577234;0.9699962090010233;0.9669821804685963;0.9753094350577234;0.9699962090010233
4.5;0.9945213749066473;0.9950481442832543;0.9951717543028386;0.9945213749066473;0.9950481442832543;0.9951717543028386;0.9945213749066473;0.9950481442832543;0.9951717543028386;0.9942108547172784;0.9933901323629961;0.9951717543028386;0.9942108547172784;0.9933901323629961;0.9951717543028386;0.9942108547172784;0.9933901323629961;0.9951717543028386;0.9942108547172784;0.9933901323629961;0.9951717543028386
3.5;0.9843398680178824;0.9759532818897944;0.9875840400653918;0.9843398680178824;0.9759532818897944;0.9875840400653918;0.9843398680178824;0.9759532818897944;0.9875840400653918;0.9843398680178824;0.9759532818897944;0.9875840400653918;0.9843398680178824;0.9759532818897944;0.9875840400653918;0.9843398680178824;0.9759532818897944;0.9875840400653918;0.9843398680178824;0.9759532818897944;0.9875840400653918
3.5;0.9489039948330092;0.9577015697731581;0.9531604227997155;0.9489039948330092;0.9577015697731581;0.9531604227997155;0.9489039948330092;0.9577015697731581;0.9531604227997155;0.9410730922151859;0.949145490679825;0.9506755568827615;0.9410730922151859;0.949145490679825;0.9506755568827615;0.9410730922151859;0.949145490679825;0.9506755568827615;0.9410730922151859;0.949145490679825;0.9506755568827615
3.0;0.9713891330405413;0.9789429101360712;0.9741768668387526;0.9713891330405413;0.9789429101360712;0.9741768668387526;0.9713891330405413;0.9789429101360712;0.9741768668387526;0.9726153975362174;0.9771343013536256;0.9831054641288963;0.9726153975362174;0.9771343013536256;0.9831054641288963;0.9726153975362174;0.9771343013536256;0.9831054641288963;0.9726153975362174;0.9771343013536256;0.9831054641288963
3.5;0.9738741256758583;0.9810655381561019;0.9571355914297116;0.9738741256758583;0.9810655381561019;0.9571355914297116;0.9738741256758583;0.9810655381561019;0.9571355914297116;0.9747861987887122;0.9857303391711529;0.967004684329595;0.9747861987887122;0.9857303391711529;0.967004684329595;0.9747861987887122;0.9857303391711529;0.967004684329595;0.9747861987887122;0.9857303391711529;0.967004684329595
4.0;0.9610540901298515;0.9632489293006306;0.9771685672757947;0.9610540901298515;0.9632489293006306;0.9771685672757947;0.9610540901298515;0.9632489293006306;0.9771685672757947;0.9572675169314688;0.9640281113110257;0.9771685672757947;0.9572675169314688;0.9640281113110257;0.9771685672757947;0.9572675169314688;0.9640281113110257;0.9771685672757947;0.9572675169314688;0.9640281113110257;0.9771685672757947
4.0;0.9935746869397074;0.992024971161694;0.9843128377131805;0.9935746869397074;0.992024971161694;0.9843128377131805;0.9935746869397074;0.992024971161694;0.9843128377131805;0.9946731453689293;0.9936781151395871;0.9858789913707436;0.9946731453689293;0.9936781151395871;0.9858789913707436;0.9946731453689293;0.9936781151395871;0.9858789913707436;0.9946731453689293;0.9936781151395871;0.9858789913707436
4.0;0.9947969346045763;0.994981828300119;0.999888565467708;0.9947969346045763;0.994981828300119;0.999888565467708;0.9947969346045763;0.994981828300119;0.999888565467708;0.9953014820183923;0.9937795671851027;0.9937795671851027;0.9953014820183923;0.9937795671851027;0.9937795671851027;0.9953014820183923;0.9937795671851027;0.9937795671851027;0.9953014820183923;0.9937795671851027;0.9937795671851027
3.0;0.9738927478832689;0.9784939647032693;0.9840940624719341;0.9738927478832689;0.9784939647032693;0.9840940624719341;0.9738927478832689;0.9784939647032693;0.9840940624719341;0.9542152501248422;0.9740218778155321;0.9740218778155321;0.9542152501248422;0.9740218778155321;0.9740218778155321;0.9542152501248422;0.9740218778155321;0.9740218778155321;0.9542152501248422;0.9740218778155321;0.9740218778155321
2.5;0.985933913444226;0.9743025999185725;0.9775592785249907;0.985933913444226;0.9743025999185725;0.9775592785249907;0.985933913444226;0.9743025999185725;0.9775592785249907;0.985933913444226;0.9743025999185725;0.9775592785249907;0.985933913444226;0.9743025999185725;0.9775592785249907;0.985933913444226;0.9743025999185725;0.9775592785249907;0.985933913444226;0.9743025999185725;0.9775592785249907
2.5;0.9436302328241584;0.9364060928580852;0.9439390394625045;0.9436302328241584;0.9364060928580852;0.9439390394625045;0.9436302328241584;0.9364060928580852;0.9439390394625045;0.9397033787341655;0.9366449246007175;0.9433671448843164;0.9397033787341655;0.9366449246007175;0.9433671448843164;0.9397033787341655;0.9366449246007175;0.9433671448843164;0.9397033787341655;0.9366449246007175;0.9433671448843164
3.0;0.9717363263964776;0.9708455855989618;0.961635885088798;0.9717363263964776;0.9708455855989618;0.961635885088798;0.9717363263964776;0.9708455855989618;0.961635885088798;0.9717363263964776;0.9708455855989618;0.961635885088798;0.9717363263964776;0.9708455855989618;0.961635885088798;0.9717363263964776;0.9708455855989618;0.961635885088798;0.9717363263964776;0.9708455855989618;0.961635885088798
0.0;0.9295505782650679;0.9285104366404251;0.9095492034689001;0.9295505782650679;0.9285104366404251;0.9095492034689001;0.9295505782650679;0.9285104366404251;0.9095492034689001;0.9295505782650679;0.9285104366404251;0.9095492034689001;0.9295505782650679;0.9285104366404251;0.9095492034689001;0.9295505782650679;0.9285104366404251;0.9095492034689001;0.9295505782650679;0.9285104366404251;0.9095492034689001
4.25;0.97884298614712;0.9823631242817151;0.9906917400189242;0.97884298614712;0.9823631242817151;0.9906917400189242;0.97884298614712;0.9823631242817151;0.9906917400189242;0.983700992235934;0.9804679369550274;0.9908410330588979;0.983700992235934;0.9804679369550274;0.9908410330588979;0.983700992235934;0.9804679369550274;0.9908410330588979;0.983700992235934;0.9804679369550274;0.9908410330588979
3.0;0.9618461577052491;0.989145053731174;0.999166704803467;0.9618461577052491;0.989145053731174;0.999166704803467;0.9618461577052491;0.989145053731174;0.999166704803467;0.9658653028238483;0.9888024303436083;0.999166704803467;0.9658653028238483;0.9888024303436083;0.999166704803467;0.9658653028238483;0.9888024303436083;0.999166704803467;0.9658653028238483;0.9888024303436083;0.999166704803467
3.0;0.974141120868704;0.9833613323798901;0.9889964587950537;0.974141120868704;0.9833613323798901;0.9889964587950537;0.974141120868704;0.9833613323798901;0.9889964587950537;0.974141120868704;0.9833613323798901;0.9889964587950537;0.974141120868704;0.9833613323798901;0.9889964587950537;0.974141120868704;0.9833613323798901;0.9889964587950537;0.974141120868704;0.9833613323798901;0.9889964587950537
4.0;0.9727011831881629;0.9796112068635278;0.9761518850310512;0.9727011831881629;0.9796112068635278;0.9761518850310512;0.9727011831881629;0.9796112068635278;0.9761518850310512;0.9721501248993397;0.9772792532815522;0.9740871527725795;0.9721501248993397;0.9772792532815522;0.9740871527725795;0.9721501248993397;0.9772792532815522;0.9740871527725795;0.9721501248993397;0.9772792532815522;0.9740871527725795
0.0;0.9462088441479147;0.9329781455728273;0.9378882605481375;0.9462088441479147;0.9329781455728273;0.9378882605481375;0.9462088441479147;0.9329781455728273;0.9378882605481375;0.9431810470047596;0.9446102274114775;0.9408859933189475;0.9431810470047596;0.9446102274114775;0.9408859933189475;0.9431810470047596;0.9446102274114775;0.9408859933189475;0.9431810470047596;0.9446102274114775;0.9408859933189475
3.5;0.9746584718602193;0.9745171101116236;0.9626060855607024;0.9746584718602193;0.9745171101116236;0.9626060855607024;0.9746584718602193;0.9745171101116236;0.9626060855607024;0.9718344464502608;0.9713629253147741;0.9602595817757721;0.9718344464502608;0.9713629253147741;0.9602595817757721;0.9718344464502608;0.9713629253147741;0.9602595817757721;0.9718344464502608;0.9713629253147741;0.9602595817757721
1.0;0.9586691849183266;0.9611034425807059;0.9594286080135528;0.9586691849183266;0.9611034425807059;0.9594286080135528;0.9586691849183266;0.9611034425807059;0.9594286080135528;0.9510914054133679;0.95622923607905;0.9578153555062988;0.9510914054133679;0.95622923607905;0.9578153555062988;0.9510914054133679;0.95622923607905;0.9578153555062988;0.9510914054133679;0.95622923607905;0.9578153555062988
0.0;0.9324803590617425;0.9222633343942492;0.9263566110217081;0.9324803590617425;0.9222633343942492;0.9263566110217081;0.9324803590617425;0.9222633343942492;0.9263566110217081;0.9324803590617425;0.9222633343942492;0.9263566110217081;0.9324803590617425;0.9222633343942492;0.9263566110217081;0.9324803590617425;0.9222633343942492;0.9263566110217081;0.9324803590617425;0.9222633343942492;0.9263566110217081
1.5;0.9570809423348987;0.9463430188446219;0.9574860822613732;0.9570809423348987;0.9463430188446219;0.9574860822613732;0.9570809423348987;0.9463430188446219;0.9574860822613732;0.9570809423348987;0.9463430188446219;0.9574860822613732;0.9570809423348987;0.9463430188446219;0.9574860822613732;0.9570809423348987;0.9463430188446219;0.9574860822613732;0.9570809423348987;0.9463430188446219;0.9574860822613732
3.6;0.9679715208683568;0.9591172519742909;0.958879605284332;0.9679715208683568;0.9591172519742909;0.958879605284332;0.9679715208683568;0.9591172519742909;0.958879605284332;0.9677730225951287;0.9651706610001239;0.9621204530446141;0.9677730225951287;0.9651706610001239;0.9621204530446141;0.9677730225951287;0.9651706610001239;0.9621204530446141;0.9677730225951287;0.9651706610001239;0.9621204530446141
3.0;0.9781699613424251;0.9860915625243251;0.9880850622579767;0.9781699613424251;0.9860915625243251;0.9880850622579767;0.9781699613424251;0.9860915625243251;0.9880850622579767;0.9729843702762848;0.9846866761310267;0.9849720056374447;0.9729843702762848;0.9846866761310267;0.9849720056374447;0.9729843702762848;0.9846866761310267;0.9849720056374447;0.9729843702762848;0.9846866761310267;0.9849720056374447
3.0;0.9744984365320939;0.9757487407445692;0.9755845114940134;0.9744984365320939;0.9757487407445692;0.9755845114940134;0.9744984365320939;0.9757487407445692;0.9755845114940134;0.976913959144009;0.9783831235381241;0.9764704904207397;0.976913959144009;0.9783831235381241;0.9764704904207397;0.976913959144009;0.9783831235381241;0.9764704904207397;0.976913959144009;0.9783831235381241;0.9764704904207397
5.0;0.99496345634464;0.9932391511517393;0.9944336034518061;0.99496345634464;0.9932391511517393;0.9944336034518061;0.99496345634464;0.9932391511517393;0.9944336034518061;0.99496345634464;0.9932391511517393;0.9944336034518061;0.99496345634464;0.9932391511517393;0.9944336034518061;0.99496345634464;0.9932391511517393;0.9944336034518061;0.99496345634464;0.9932391511517393;0.9944336034518061
3.5;0.9576729474007631;0.9428468139127462;0.9566316013810979;0.9576729474007631;0.9428468139127462;0.9566316013810979;0.9576729474007631;0.9428468139127462;0.9566316013810979;0.9498192745999822;0.9370475749081247;0.960143659837678;0.9498192745999822;0.9370475749081247;0.960143659837678;0.9498192745999822;0.9370475749081247;0.960143659837678;0.9498192745999822;0.9370475749081247;0.960143659837678
0.0;0.93138285129775;0.9382410974196903;0.9378411896272097;0.93138285129775;0.9382410974196903;0.9378411896272097;0.93138285129775;0.9382410974196903;0.9378411896272097;0.9311165610452609;0.9432879053309317;0.9323977585665989;0.9311165610452609;0.9432879053309317;0.9323977585665989;0.9311165610452609;0.9432879053309317;0.9323977585665989;0.9311165610452609;0.9432879053309317;0.9323977585665989
4.0;0.9723448159890334;0.9786916543047388;0.9839506617003893;0.9723448159890334;0.9786916543047388;0.9839506617003893;0.9723448159890334;0.9786916543047388;0.9839506617003893;0.9770449009495292;0.9774610283034633;0.9812665125030833;0.9770449009495292;0.9774610283034633;0.9812665125030833;0.9770449009495292;0.9774610283034633;0.9812665125030833;0.9770449009495292;0.9774610283034633;0.9812665125030833
4.5;0.9923652681877098;0.9939553406674502;0.9962462155383498;0.9923652681877098;0.9939553406674502;0.9962462155383498;0.9923652681877098;0.9939553406674502;0.9962462155383498;0.9923652681877098;0.9939553406674502;0.9962462155383498;0.9923652681877098;0.9939553406674502;0.9962462155383498;0.9923652681877098;0.9939553406674502;0.9962462155383498;0.9923652681877098;0.9939553406674502;0.9962462155383498
3.0;0.979384047190923;0.9805698288499385;0.980092049317563;0.979384047190923;0.9805698288499385;0.980092049317563;0.979384047190923;0.9805698288499385;0.980092049317563;0.9827899429136533;0.9814800305335909;0.9850306062812335;0.9827899429136533;0.9814800305335909;0.9850306062812335;0.9827899429136533;0.9814800305335909;0.9850306062812335;0.9827899429136533;0.9814800305335909;0.9850306062812335
3.5;0.9780906895645254;0.9741690316630891;0.953231273230023;0.9780906895645254;0.9741690316630891;0.953231273230023;0.9780906895645254;0.9741690316630891;0.953231273230023;0.9760756678571164;0.970251207329047;0.947329510342162;0.9760756678571164;0.970251207329047;0.947329510342162;0.9760756678571164;0.970251207329047;0.947329510342162;0.9760756678571164;0.970251207329047;0.947329510342162
4.0;0.9940969434476065;0.9832057037543257;0.9791860500884113;0.9940969434476065;0.9832057037543257;0.9791860500884113;0.9940969434476065;0.9832057037543257;0.9791860500884113;0.9919961695049061;0.981909489697531;0.9782391889415656;0.9919961695049061;0.981909489697531;0.9782391889415656;0.9919961695049061;0.981909489697531;0.9782391889415656;0.9919961695049061;0.981909489697531;0.9782391889415656
3.0;0.9947164467969687;0.9962878252874066;0.9970452183778299;0.9947164467969687;0.9962878252874066;0.9970452183778299;0.9947164467969687;0.9962878252874066;0.9970452183778299;0.9920599066912278;0.9935035672410699;0.9947916207043658;0.9920599066912278;0.9935035672410699;0.9947916207043658;0.9920599066912278;0.9935035672410699;0.9947916207043658;0.9920599066912278;0.9935035672410699;0.9947916207043658
3.0;0.9862194449267636;0.9950998762674821;0.9999999999999893;0.9862194449267636;0.9950998762674821;0.9999999999999893;0.9862194449267636;0.9950998762674821;0.9999999999999893;0.9903569870711378;0.9950998762674821;0.9999999999999893;0.9903569870711378;0.9950998762674821;0.9999999999999893;0.9903569870711378;0.9950998762674821;0.9999999999999893;0.9903569870711378;0.9950998762674821;0.9999999999999893
3.5;0.979413779144178;0.9764820015761332;0.9769020573279347;0.979413779144178;0.9764820015761332;0.9769020573279347;0.979413779144178;0.9764820015761332;0.9769020573279347;0.979413779144178;0.9764820015761332;0.9769020573279347;0.979413779144178;0.9764820015761332;0.9769020573279347;0.979413779144178;0.9764820015761332;0.9769020573279347;0.979413779144178;0.9764820015761332;0.9769020573279347
2.5;0.9633162973356728;0.9657671012113155;0.9785910885152673;0.9633162973356728;0.9657671012113155;0.9785910885152673;0.9633162973356728;0.9657671012113155;0.9785910885152673;0.9633162973356728;0.9657671012113155;0.9785910885152673;0.9633162973356728;0.9657671012113155;0.9785910885152673;0.9633162973356728;0.9657671012113155;0.9785910885152673;0.9633162973356728;0.9657671012113155;0.9785910885152673
3.5;0.9855030321562248;0.9822177493957096;0.995157742324702;0.9855030321562248;0.9822177493957096;0.995157742324702;0.9855030321562248;0.9822177493957096;0.995157742324702;0.982501938773709;0.9789479227238524;0.9944774412774896;0.982501938773709;0.9789479227238524;0.9944774412774896;0.982501938773709;0.9789479227238524;0.9944774412774896;0.982501938773709;0.9789479227238524;0.9944774412774896
3.5;0.933377381658249;0.9607344177252107;0.9652847354850548;0.933377381658249;0.9607344177252107;0.9652847354850548;0.933377381658249;0.9607344177252107;0.9652847354850548;0.933377381658249;0.9607344177252107;0.9652847354850548;0.933377381658249;0.9607344177252107;0.9652847354850548;0.933377381658249;0.9607344177252107;0.9652847354850548;0.933377381658249;0.9607344177252107;0.9652847354850548
3.0;0.9791328739863687;0.9835846705973574;0.9804434985169341;0.9791328739863687;0.9835846705973574;0.9804434985169341;0.9791328739863687;0.9835846705973574;0.9804434985169341;0.9860105424799347;0.9871850468810156;0.9770879841130017;0.9860105424799347;0.9871850468810156;0.9770879841130017;0.9860105424799347;0.9871850468810156;0.9770879841130017;0.9860105424799347;0.9871850468810156;0.9770879841130017
4.5;0.9608454861633785;0.9740647689244608;0.9599099270171949;0.9608454861633785;0.9740647689244608;0.9599099270171949;0.9608454861633785;0.9740647689244608;0.9599099270171949;0.9608454861633785;0.9740647689244608;0.9599099270171949;0.9608454861633785;0.9740647689244608;0.9599099270171949;0.9608454861633785;0.9740647689244608;0.9599099270171949;0.9608454861633785;0.9740647689244608;0.9599099270171949
2.5;0.9467636381965616;0.9407031916209255;0.9394547589093943;0.9467636381965616;0.9407031916209255;0.9394547589093943;0.9467636381965616;0.9407031916209255;0.9394547589093943;0.943544556369906;0.9466400911619717;0.9421058291501485;0.943544556369906;0.9466400911619717;0.9421058291501485;0.943544556369906;0.9466400911619717;0.9421058291501485;0.943544556369906;0.9466400911619717;0.9421058291501485
3.5;0.9582793542523995;0.9468913760456907;0.9608092342861649;0.9582793542523995;0.9468913760456907;0.9608092342861649;0.9582793542523995;0.9468913760456907;0.9608092342861649;0.9582793542523995;0.9468913760456907;0.9608092342861649;0.9582793542523995;0.9468913760456907;0.9608092342861649;0.9582793542523995;0.9468913760456907;0.9608092342861649;0.9582793542523995;0.9468913760456907;0.9608092342861649
