Human;biobert_v1.0_pubmed;biobert_v1.0_pmc;biobert_v1.0_pubmed_pmc;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12;NCBI_BERT_pubmed_mimic_uncased_L-24_H-1024_A-16;NCBI_BERT_pubmed_uncased_L-12_H-768_A-12;NCBI_BERT_pubmed_uncased_L-24_H-1024_A-16
3.4;0.9731048210526135;0.979681415685591;0.9790465527284077;0.9366656290572688;0.9258300558476088;0.9048826468585758;0.9358046915066833
3.0;0.9632951463649677;0.9716003446605406;0.967557259033206;0.855351231164088;0.868194541677905;0.8751670310660729;0.9093313910604476
2.0;0.952735982168424;0.9557959431887872;0.9610934694896246;0.9057463379698706;0.9098432719483767;0.8318444023695281;0.9160527312397213
3.8;0.9826925514705499;0.977262239800158;0.9829518752174801;0.9504401371280473;0.942578958308115;0.9071483093476821;0.9665928733130259
3.4;0.9664015049041198;0.9541099602559956;0.9516206532965055;0.9327078552573091;0.9332100810270395;0.9205773673984364;0.9695575456878338
2.0;0.9524064118478404;0.9667045157120557;0.9521862778966773;0.9134383459747322;0.9294892717817387;0.8801588723626029;0.9360602282710117
4.0;0.9706773615669401;0.9699490256978976;0.9644776086453996;0.9202057522977477;0.8859507675487679;0.8801972115629071;0.9401261444533199
3.2;0.9572522179400668;0.9496173604644682;0.9426339230853873;0.8629465304344592;0.8972456932583003;0.7878336430781503;0.9278340217849932
2.2;0.9667006606172794;0.9734858489508298;0.9596464345457192;0.9161384674356146;0.8974050469623758;0.8473818976088896;0.9456969493178745
3.0;0.9619336689760032;0.9724864300279926;0.9656407019727845;0.9051654569350805;0.9180100651993408;0.8874580951635379;0.9300532524067443
2.0;0.959713088373359;0.9533035662961036;0.9484247202827931;0.9125228546814798;0.9279420354591961;0.8796642471014888;0.9537918648191243
0.6;0.9409256230480378;0.9513620975909713;0.9362588141444537;0.9076339150427059;0.9035321027672172;0.8689356452308435;0.9351252835326193
3.2;0.9641296345454676;0.9708608993982284;0.9663121810648371;0.9079318493749653;0.9370599842298546;0.9414421215113993;0.9491096441784794
3.6;0.9665422190445606;0.9705396580096214;0.9584258515990378;0.902740244607987;0.9524841402140893;0.9079292611303814;0.9334855776713062
1.0;0.9722245192943741;0.9691006122529757;0.9601013885702149;0.901274517712317;0.9263060205301654;0.8746285529650683;0.9310008376354744
1.8;0.9549268061850739;0.9667759071935564;0.9479435745346559;0.9301119271279537;0.912864260700326;0.8912441443296376;0.9099326175182156
2.8;0.9313246970101288;0.9522126458943141;0.9435165330228316;0.8682903488487342;0.881895692442675;0.8460567205863796;0.9157066727521425
2.8;0.9458468873105074;0.9583713730169485;0.9489403982435013;0.8868812378496201;0.9166901257790904;0.9059777320963635;0.9369731663227087
1.8;0.955054580233974;0.958601104933727;0.9433948811944932;0.8822056620057974;0.9185028726951859;0.8678127412153177;0.9371227617149034
1.8;0.9553051202189327;0.952024459171196;0.9431180844360515;0.8809215064056;0.8834008360107759;0.8676229348443889;0.9175793216835916
2.6;0.951885649652157;0.9631640480851323;0.9555022926275383;0.9116752950607414;0.9359896111454397;0.8910137557561875;0.9443115238572999
1.4;0.9551668524100243;0.9642051474234447;0.9599355426855317;0.8691291490505975;0.8819488557692957;0.8743526353011382;0.9323578654948069
3.0;0.946486322745452;0.9453229696903189;0.9319960276910143;0.8605307318646256;0.8930947254480065;0.8411761234086123;0.9044816461246427
0.6;0.9657610510507001;0.9674204503572905;0.9553730131076359;0.8680139265110481;0.9238481309237482;0.8951126834680425;0.9415314171145452
1.8;0.9546303318350935;0.9505667663971157;0.942539514024333;0.8545763424992645;0.8680764256473393;0.785122530377929;0.8918124197228768
3.0;0.967586408890509;0.9563379600720364;0.949315291672408;0.9046875960275732;0.9488074417725446;0.8931047469143223;0.9353868012821077
3.0;0.9707174609197242;0.9740860810360158;0.9678477422054923;0.9272373495237493;0.9415639080808929;0.914675065194008;0.954133396453792
3.8;0.963144061567472;0.9704413921719852;0.9521259452939659;0.9411827966566891;0.9418139404002148;0.9151560767492709;0.9459107606456917
2.4;0.9540528693748888;0.9580537232048205;0.942033887836434;0.8699839858740472;0.8932071558680047;0.8480932848429656;0.9287985195150023
3.6;0.9601834199786653;0.9674616552343461;0.9589218170721766;0.9112543614771921;0.9220511229636948;0.9087720662671068;0.9092445553538278
2.8;0.9795967938083544;0.9751940814964423;0.9844685010342228;0.9504566062087572;0.936525253866781;0.9403951243779436;0.9670385647316556
3.6;0.97830354154833;0.9760706677673988;0.9706483024799101;0.8933619730553745;0.9226690634974006;0.9309812395831705;0.9366130149799576
3.0;0.977862707838556;0.9738263119723752;0.9780298531200236;0.9324973321018573;0.9234233073687431;0.8987386433672373;0.9427455958960229
0.0;0.9512448743626342;0.9645286321687749;0.9399897512268292;0.8801798128653489;0.8883467226607061;0.8284435566361329;0.9041287571207389
0.0;0.9346262700492848;0.9339130130191822;0.9250673941757106;0.8311387067014336;0.8831370514010658;0.8368911059173844;0.8925901016458053
0.2;0.8686466591609292;0.9174374913431947;0.9111947630672814;0.8502263815920983;0.8922807748622865;0.8147355162730786;0.8782117895024966
0.0;0.9261224742049751;0.9176663404659469;0.9210373364573992;0.8565939816583648;0.8865388652396631;0.8248835789710521;0.9169048186660821
0.2;0.9194740718112627;0.9358524239669677;0.9246309394063503;0.8992584496828102;0.838247910649462;0.847772678725338;0.9024130268670048
0.2;0.9512748558223029;0.9223985039194923;0.9311367368450043;0.9047904494132244;0.9149293170442495;0.812661643661677;0.9325104633473541
1.8;0.9472769401878253;0.9545787401573361;0.9564551858136794;0.8951902685527192;0.9001139176423087;0.8394155419155747;0.9105603212110523
1.4;0.9525598060060411;0.9538655800396917;0.9476590786758925;0.8727416051556665;0.8924444161093257;0.8783103675430477;0.9086712212248421
1.8;0.9587055830856822;0.9693031901354421;0.9595704235971031;0.8903692037053109;0.8970681514937544;0.8980816219950318;0.9401739683346099
2.0;0.9688695940404883;0.95749647974691;0.9699349388863053;0.9073011557312932;0.9440862096932254;0.894913709606131;0.9568584402450928
0.0;0.9379786834867236;0.9405372472722795;0.927949658851735;0.7878069292116815;0.854897265267612;0.8190214237402937;0.8698305505152387
0.8;0.9343855186157058;0.9504048743060208;0.943626971177505;0.8580025291546761;0.8590138831266673;0.8412083987510358;0.8882828786386997
2.2;0.970654777227318;0.9722285926762196;0.970151708943344;0.9281143028740197;0.9370098300870309;0.8882810859869757;0.9400361891905371
1.4;0.9428151923535202;0.9329046249438477;0.9236375481279117;0.8532257423946129;0.8833521476940427;0.8438234804285042;0.9204569681048081
1.8;0.9546412736951516;0.9581757383776198;0.9577261242737107;0.9398332805756586;0.9430663887649108;0.8976546929634657;0.9549239382637672
3.0;0.9711042161812498;0.9723876426638348;0.9724676070534428;0.8804308973047571;0.9198942562181655;0.889869339987797;0.935462867968541
1.2;0.9527941073293764;0.9467065324069115;0.9425649124907602;0.8990403064341385;0.9156751815114551;0.8519219840746095;0.9346964210865092
0.2;0.9587829239661461;0.9578802539496223;0.9547608229625949;0.8994420657439604;0.9321433212038654;0.8670089073341685;0.9360782546563515
0.2;0.9336328406834297;0.9198571525656897;0.913370166483422;0.83248835467619;0.8445257584695125;0.8245952950049168;0.8926184789620629
0.6;0.9352835841208929;0.9439203250659968;0.9309350488964281;0.9046727529771444;0.9002600272248459;0.8069744808795746;0.8944433235369754
0.2;0.9431653758314331;0.943021714647407;0.9276794401718986;0.8572759701449998;0.886855377187795;0.8061568631680329;0.9189687101631258
0.2;0.9560430515791641;0.9551353868098742;0.9476325686044521;0.8862554251890259;0.918320500650827;0.8314292759261096;0.9173862849472231
0.0;0.9265834453489075;0.9198200270182422;0.9161914089824628;0.8769359844508856;0.9077573471154029;0.7404635749475961;0.9002741365180378
0.2;0.9370469633753693;0.9371414018727562;0.9371461557840121;0.814527371478599;0.8753742191931646;0.8239378673979274;0.9144429067173466
0.2;0.9350398051032054;0.9348544499818909;0.9323681465393161;0.8020566821729064;0.896812835499504;0.7717287782768864;0.9216767924703365
2.0;0.9561826297296776;0.9585473914808811;0.9598697365328441;0.881928087576113;0.8933256593940402;0.8618292118540606;0.9136339798225168
2.8;0.9525548249143801;0.9633382014498645;0.945016400790556;0.9164326233583072;0.9027906023040303;0.8914978749406203;0.9350255730462195
2.0;0.9397652958100496;0.9429059342646765;0.937934977370735;0.8503429103484232;0.9059864897409023;0.8165959283462133;0.9333637141332657
4.0;0.9719634920893531;0.9742344090285422;0.9709291729528036;0.9076761942252245;0.9471182623421901;0.943076479238934;0.9179950642698177
3.0;0.9728494849224023;0.9773607133386181;0.9670360143780737;0.908632508636997;0.9353341367326137;0.9039341691229527;0.9502712354359998
3.2;0.9470090645976814;0.9456795375581049;0.9295600632944157;0.8866161511313421;0.9105577918139514;0.8660942893219662;0.9021241014878536
1.6;0.9607552571392454;0.9519024223665508;0.951965900099983;0.879280209858192;0.8821609799910783;0.8641965134886802;0.9359398838676013
2.4;0.9356336961170154;0.9682470830534847;0.9630583456660016;0.8491950090660864;0.9228092493433278;0.8977240397794932;0.9239886597377241
3.2;0.955746573295841;0.9656439718253695;0.961604229246948;0.8718241602324941;0.8841636549144044;0.880039273757634;0.9346688119680685
1.8;0.9386176059705997;0.9408536656858917;0.946028162823559;0.8521010833926536;0.8884906101236318;0.8001478373960921;0.8789738639423269
