Human;WBSM Lin StanfordCoreNLPv3_9_1;WBSM Lin BioCNLPTokenizer;WBSM Lin WhiteSpace;WBSM Cai StanfordCoreNLPv3_9_1;WBSM Cai BioCNLPTokenizer;WBSM Cai WhiteSpace;WBSM Resnik StanfordCoreNLPv3_9_1;WBSM Resnik BioCNLPTokenizer;WBSM Resnik WhiteSpace;WBSM WuPalmerFast StanfordCoreNLPv3_9_1;WBSM WuPalmerFast BioCNLPTokenizer;WBSM WuPalmerFast WhiteSpace;WBSM JiangConrath StanfordCoreNLPv3_9_1;WBSM JiangConrath BioCNLPTokenizer;WBSM JiangConrath WhiteSpace;WBSM CosNormJConrath StanfordCoreNLPv3_9_1;WBSM CosNormJConrath BioCNLPTokenizer;WBSM CosNormJConrath WhiteSpace
3.0;0.3952847075210474;0.3952847075210474;0.3952847075210474;0.3952847075210474;0.3952847075210474;0.3952847075210474;0.3952847075210474;0.3952847075210474;0.3952847075210474;0.7660323462854264;0.7660323462854264;0.7660323462854264;0.7660323462854264;0.7660323462854264;0.7660323462854264;0.3952847075210474;0.3952847075210474;0.3952847075210474
1.0;0.11744404390294069;0.11744404390294069;0.11744404390294069;0.11744404390294069;0.11744404390294069;0.11744404390294069;0.11744404390294069;0.11744404390294069;0.11744404390294069;0.6896563082085964;0.6896563082085964;0.6896563082085964;0.6896563082085964;0.6896563082085964;0.6896563082085964;0.11744404390294069;0.11744404390294069;0.11744404390294069
3.0;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.29999999999999993;0.29999999999999993;0.29999999999999993;0.29999999999999993;0.29999999999999993;0.29999999999999993;0.21081851067789195;0.21081851067789195;0.21081851067789195
2.0;0.34114411961050656;0.34114411961050656;0.34114411961050656;0.34114411961050656;0.34114411961050656;0.34114411961050656;0.34114411961050656;0.34114411961050656;0.34114411961050656;0.6872564503672763;0.6872564503672763;0.6872564503672763;0.6872564503672763;0.6872564503672763;0.6872564503672763;0.34114411961050656;0.34114411961050656;0.34114411961050656
2.4;0.35856858280031806;0.35856858280031806;0.35856858280031806;0.35856858280031806;0.35856858280031806;0.35856858280031806;0.35856858280031806;0.35856858280031806;0.35856858280031806;0.6007514091861106;0.6007514091861106;0.6007514091861106;0.6007514091861106;0.6007514091861106;0.6007514091861106;0.35856858280031806;0.35856858280031806;0.35856858280031806
3.4;0.4290581651605165;0.4290581651605165;0.4103913408340616;0.4290581651605165;0.4290581651605165;0.4103913408340616;0.4290581651605165;0.4290581651605165;0.4103913408340616;0.6545424957609738;0.6545424957609738;0.6536799749016299;0.6531972647421809;0.6531972647421809;0.6521739130434784;0.4290581651605165;0.4290581651605165;0.4103913408340616
3.0;0.38575837490522974;0.4029114820126901;0.4029114820126901;0.38575837490522974;0.4029114820126901;0.4029114820126901;0.38575837490522974;0.4029114820126901;0.4029114820126901;0.8003267306650411;0.8249579113843053;0.8249579113843053;0.8249579113843053;0.8003267306650411;0.8249579113843053;0.38575837490522974;0.4029114820126901;0.4029114820126901
2.0;0.2175970699446223;0.22821773229381923;0.2405626121623441;0.2175970699446223;0.22821773229381923;0.2405626121623441;0.2175970699446223;0.22821773229381923;0.2405626121623441;0.6806139097297725;0.7015607600201139;0.7245688373094719;0.7015607600201139;0.6806139097297725;0.7245688373094719;0.2175970699446223;0.22821773229381923;0.2405626121623441
3.2;0.44020438924006655;0.4616902584383193;0.4616902584383193;0.44020438924006655;0.4616902584383193;0.4616902584383193;0.44020438924006655;0.4616902584383193;0.4616902584383193;0.6975184488828855;0.7248824356090754;0.7248824356090754;0.7248824356090754;0.6975184488828855;0.7248824356090754;0.44020438924006655;0.4616902584383193;0.4616902584383193
2.0;0.3296342573721317;0.3350831266333564;0.3350831266333564;0.3296342573721317;0.3350831266333564;0.3350831266333564;0.3296342573721317;0.3350831266333564;0.3350831266333564;0.6888467201936644;0.699205898780101;0.699205898780101;0.699205898780101;0.6888467201936644;0.699205898780101;0.3296342573721317;0.3350831266333564;0.3350831266333564
3.0;0.26490647141300877;0.26490647141300877;0.26490647141300877;0.26490647141300877;0.26490647141300877;0.26490647141300877;0.26490647141300877;0.26490647141300877;0.26490647141300877;0.5821817364274594;0.5821817364274594;0.5821817364274594;0.5821817364274594;0.5821817364274594;0.5821817364274594;0.26490647141300877;0.26490647141300877;0.26490647141300877
1.2;0.13834289277321493;0.13834289277321493;0.13834289277321493;0.13834289277321493;0.13834289277321493;0.13834289277321493;0.13834289277321493;0.13834289277321493;0.13834289277321493;0.6415304083378545;0.6415304083378545;0.6415304083378545;0.6389151433378877;0.6389151433378877;0.6389151433378877;0.13834289277321493;0.13834289277321493;0.13834289277321493
3.4;0.4629100498862757;0.4181210050035454;0.4181210050035454;0.4629100498862757;0.4181210050035454;0.4181210050035454;0.4629100498862757;0.4181210050035454;0.4181210050035454;0.6221710168382552;0.594225082166566;0.594225082166566;0.594225082166566;0.6221710168382552;0.594225082166566;0.4629100498862757;0.4181210050035454;0.4181210050035454
1.8;0.1924500897298753;0.20100756305184242;0.20100756305184242;0.1924500897298753;0.20100756305184242;0.20100756305184242;0.1924500897298753;0.20100756305184242;0.20100756305184242;0.5685735326841777;0.5892556509887896;0.5892556509887896;0.5892556509887896;0.5685735326841777;0.5892556509887896;0.1924500897298753;0.20100756305184242;0.20100756305184242
3.6;0.314970394174356;0.314970394174356;0.314970394174356;0.314970394174356;0.314970394174356;0.314970394174356;0.314970394174356;0.314970394174356;0.314970394174356;0.6625146863673497;0.6625146863673497;0.6625146863673497;0.6508140266182865;0.6508140266182865;0.6508140266182865;0.314970394174356;0.314970394174356;0.314970394174356
2.0;0.21380899352993948;0.22291128503014115;0.22291128503014115;0.21380899352993948;0.22291128503014115;0.22291128503014115;0.21380899352993948;0.22291128503014115;0.22291128503014115;0.5202659817144719;0.539905524799017;0.539905524799017;0.539905524799017;0.5202659817144719;0.539905524799017;0.21380899352993948;0.22291128503014115;0.22291128503014115
2.4;0.31898088913156003;0.3279680246763151;0.33275613232308116;0.31898088913156003;0.3279680246763151;0.33275613232308116;0.31898088913156003;0.3279680246763151;0.33275613232308116;0.661224398756117;0.6779669064975022;0.6868295951599089;0.6779669064975022;0.661224398756117;0.6868295951599089;0.31898088913156003;0.3279680246763151;0.33275613232308116
3.4;0.24743582965269675;0.26013299085723596;0.26013299085723596;0.24743582965269675;0.26013299085723596;0.26013299085723596;0.24743582965269675;0.26013299085723596;0.26013299085723596;0.41403933560541256;0.43528575006600695;0.43528575006600695;0.43528575006600695;0.41403933560541256;0.43528575006600695;0.24743582965269675;0.26013299085723596;0.26013299085723596
3.0;0.3646984043128985;0.3090575499818435;0.3090575499818435;0.3646984043128985;0.3090575499818435;0.3090575499818435;0.3646984043128985;0.3090575499818435;0.3090575499818435;0.7411035323472875;0.7243460856396111;0.7243460856396111;0.7214084193623483;0.7385489458759964;0.7214084193623483;0.3646984043128985;0.3090575499818435;0.3090575499818435
4.0;0.2727723627949905;0.2867696673382022;0.2867696673382022;0.2727723627949905;0.2867696673382022;0.2867696673382022;0.2727723627949905;0.2867696673382022;0.2867696673382022;0.580558984411992;0.6075760148708859;0.6075760148708859;0.6048147367590061;0.5779204918167031;0.6048147367590061;0.2727723627949905;0.2867696673382022;0.2867696673382022
4.0;0.447213595499958;0.447213595499958;0.447213595499958;0.447213595499958;0.447213595499958;0.447213595499958;0.447213595499958;0.447213595499958;0.447213595499958;0.7505553499465134;0.7505553499465134;0.7505553499465134;0.7505553499465134;0.7505553499465134;0.7505553499465134;0.447213595499958;0.447213595499958;0.447213595499958
3.4;0.4558423058385518;0.4558423058385518;0.4558423058385518;0.4558423058385518;0.4558423058385518;0.4558423058385518;0.4558423058385518;0.4558423058385518;0.4558423058385518;0.7648661601319408;0.7648661601319408;0.7648661601319408;0.7648661601319408;0.7648661601319408;0.7648661601319408;0.4558423058385518;0.4558423058385518;0.4558423058385518
3.4;0.44474958999666075;0.44474958999666075;0.44474958999666075;0.44474958999666075;0.44474958999666075;0.44474958999666075;0.44474958999666075;0.44474958999666075;0.44474958999666075;0.7660323462854266;0.7660323462854266;0.7660323462854266;0.7660323462854266;0.7660323462854266;0.7660323462854266;0.44474958999666075;0.44474958999666075;0.44474958999666075
3.0;0.07715167498104597;0.07715167498104597;0.07715167498104597;0.07715167498104597;0.07715167498104597;0.07715167498104597;0.07715167498104597;0.07715167498104597;0.07715167498104597;0.4383570037596046;0.4383570037596046;0.4383570037596046;0.4383570037596046;0.4383570037596046;0.4383570037596046;0.07715167498104597;0.07715167498104597;0.07715167498104597
2.0;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.7348469228349533;0.7348469228349533;0.7348469228349533;0.7348469228349533;0.7348469228349533;0.7348469228349533;0.2279211529192759;0.2279211529192759;0.2279211529192759
3.8;0.48454371185234896;0.48454371185234896;0.48454371185234896;0.48454371185234896;0.48454371185234896;0.48454371185234896;0.48454371185234896;0.48454371185234896;0.48454371185234896;0.7675225788801975;0.7675225788801975;0.7675225788801975;0.7675225788801975;0.7675225788801975;0.7675225788801975;0.48454371185234896;0.48454371185234896;0.48454371185234896
3.4;0.3263766828841098;0.3440312310280934;0.3440312310280934;0.3263766828841098;0.3440312310280934;0.3440312310280934;0.3263766828841098;0.3440312310280934;0.3440312310280934;0.7369555266607762;0.7637626158259733;0.7637626158259733;0.7637626158259733;0.7369555266607762;0.7637626158259733;0.3263766828841098;0.3440312310280934;0.3440312310280934
2.0;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.5407380704358752;0.5407380704358752;0.5407380704358752;0.5407380704358752;0.5407380704358752;0.5407380704358752;0.07142857142857142;0.07142857142857142;0.07142857142857142
4.0;0.4082482904638631;0.429197537639476;0.429197537639476;0.4082482904638631;0.429197537639476;0.429197537639476;0.4082482904638631;0.429197537639476;0.429197537639476;0.6358507844578739;0.6668859288553501;0.6668859288553501;0.6668859288553501;0.6358507844578739;0.6668859288553501;0.4082482904638631;0.429197537639476;0.429197537639476
3.2;0.4811252243246881;0.4811252243246881;0.4811252243246881;0.4811252243246881;0.4811252243246881;0.4811252243246881;0.4811252243246881;0.4811252243246881;0.4811252243246881;0.8020816971440402;0.8020816971440402;0.8020816971440402;0.8011927448021527;0.8011927448021527;0.8011927448021527;0.4811252243246881;0.4811252243246881;0.4811252243246881
2.2;0.15309310892394865;0.15990053726670783;0.15990053726670783;0.15309310892394865;0.15990053726670783;0.15990053726670783;0.15309310892394865;0.15990053726670783;0.15990053726670783;0.5237849266164972;0.543557306504609;0.543557306504609;0.543557306504609;0.5237849266164972;0.543557306504609;0.15309310892394865;0.15990053726670783;0.15990053726670783
3.0;0.3131121455425747;0.3227486121839514;0.2904737509655563;0.3131121455425747;0.3227486121839514;0.2904737509655563;0.3131121455425747;0.3227486121839514;0.2904737509655563;0.687190805504734;0.7041610350827127;0.6796447901475312;0.6999999999999998;0.6831300510639732;0.6749999999999999;0.3131121455425747;0.3227486121839514;0.2904737509655563
2.0;0.1986798535597566;0.20412414523193154;0.20412414523193154;0.1986798535597566;0.20412414523193154;0.20412414523193154;0.1986798535597566;0.20412414523193154;0.20412414523193154;0.6030226891555273;0.6172133998483676;0.6172133998483676;0.6172133998483676;0.6030226891555273;0.6172133998483676;0.1986798535597566;0.20412414523193154;0.20412414523193154
0.6;0.23570226039551584;0.23570226039551584;0.23570226039551584;0.23570226039551584;0.23570226039551584;0.23570226039551584;0.23570226039551584;0.23570226039551584;0.23570226039551584;0.5937499999999999;0.5937499999999999;0.5937499999999999;0.5937499999999999;0.5937499999999999;0.5937499999999999;0.23570226039551584;0.23570226039551584;0.23570226039551584
3.2;0.2948839123097943;0.2948839123097943;0.2948839123097943;0.2948839123097943;0.2948839123097943;0.2948839123097943;0.2948839123097943;0.2948839123097943;0.2948839123097943;0.6557892373388906;0.6557892373388906;0.6557892373388906;0.6557892373388906;0.6557892373388906;0.6557892373388906;0.2948839123097943;0.2948839123097943;0.2948839123097943
3.6;0.42426406871192845;0.42426406871192845;0.42426406871192845;0.42426406871192845;0.42426406871192845;0.42426406871192845;0.42426406871192845;0.42426406871192845;0.42426406871192845;0.6761234037828132;0.6761234037828132;0.6761234037828132;0.6761234037828132;0.6761234037828132;0.6761234037828132;0.42426406871192845;0.42426406871192845;0.42426406871192845
1.0;0.13987572123604708;0.14744195615489716;0.14744195615489716;0.13987572123604708;0.14744195615489716;0.14744195615489716;0.13987572123604708;0.14744195615489716;0.14744195615489716;0.5455447255899809;0.5669467095138409;0.5669467095138409;0.5669467095138409;0.5455447255899809;0.5669467095138409;0.13987572123604708;0.14744195615489716;0.14744195615489716
1.8;0.3441236008058426;0.291161615782696;0.291161615782696;0.3441236008058426;0.291161615782696;0.291161615782696;0.3441236008058426;0.291161615782696;0.291161615782696;0.5694947974514994;0.5408987230262506;0.5408987230262506;0.5408987230262506;0.5694947974514994;0.5408987230262506;0.3441236008058426;0.291161615782696;0.291161615782696
2.8;0.15384615384615385;0.16012815380508716;0.16724840200141816;0.15384615384615385;0.16012815380508716;0.16724840200141816;0.15384615384615385;0.16012815380508716;0.16724840200141816;0.5246313898711125;0.540295467239169;0.5336298767720561;0.540295467239169;0.5246313898711125;0.5336298767720561;0.15384615384615385;0.16012815380508716;0.16724840200141816
2.8;0.03641785203646149;0.03857583749052298;0.040291148201269014;0.03641785203646149;0.03857583749052298;0.040291148201269014;0.03641785203646149;0.03857583749052298;0.040291148201269014;0.5413319619607667;0.563883874434601;0.5590653920196746;0.563883874434601;0.5413319619607667;0.5590653920196746;0.03641785203646149;0.03857583749052298;0.040291148201269014
1.8;0.20659846763533435;0.15701857325533194;0.16343011261515336;0.20659846763533435;0.15701857325533194;0.16343011261515336;0.20659846763533435;0.15701857325533194;0.16343011261515336;0.5262013605584339;0.502518907629606;0.4969124919176444;0.502518907629606;0.5262013605584339;0.4969124919176444;0.20659846763533435;0.15701857325533194;0.16343011261515336
1.8;0.1701034543599429;0.17677669529663687;0.1466471150213533;0.1701034543599429;0.17677669529663687;0.1466471150213533;0.1701034543599429;0.17677669529663687;0.1466471150213533;0.5209880722517277;0.5352643613280604;0.5002164033860247;0.5352643613280604;0.5209880722517277;0.5002164033860247;0.1701034543599429;0.17677669529663687;0.1466471150213533
2.6;0.3721042037676254;0.3721042037676254;0.3721042037676254;0.3721042037676254;0.3721042037676254;0.3721042037676254;0.3721042037676254;0.3721042037676254;0.3721042037676254;0.6281403570721946;0.6281403570721946;0.6281403570721946;0.6255432421712244;0.6255432421712244;0.6255432421712244;0.3721042037676254;0.3721042037676254;0.3721042037676254
1.4;0.21081851067789195;0.11785113019775793;0.11785113019775793;0.21081851067789195;0.11785113019775793;0.11785113019775793;0.21081851067789195;0.11785113019775793;0.11785113019775793;0.5222329678670935;0.47673129462279606;0.47673129462279606;0.47673129462279606;0.5222329678670935;0.47673129462279606;0.21081851067789195;0.11785113019775793;0.11785113019775793
3.0;0.30656966974248284;0.30656966974248284;0.30656966974248284;0.30656966974248284;0.30656966974248284;0.30656966974248284;0.30656966974248284;0.30656966974248284;0.30656966974248284;0.6030226891555273;0.6030226891555273;0.6030226891555273;0.6030226891555273;0.6030226891555273;0.6030226891555273;0.30656966974248284;0.30656966974248284;0.30656966974248284
0.6;0.21320071635561044;0.15339299776947407;0.15811388300841897;0.21320071635561044;0.15339299776947407;0.15811388300841897;0.21320071635561044;0.15339299776947407;0.15811388300841897;0.7325794357582566;0.7188946323483356;0.6865437954763621;0.7188946323483356;0.7325794357582566;0.6865437954763621;0.21320071635561044;0.15339299776947407;0.15811388300841897
1.8;0.2858309752375147;0.2858309752375147;0.2858309752375147;0.2858309752375147;0.2858309752375147;0.2858309752375147;0.2858309752375147;0.2858309752375147;0.2858309752375147;0.5367450401216932;0.5367450401216932;0.5367450401216932;0.5367450401216932;0.5367450401216932;0.5367450401216932;0.2858309752375147;0.2858309752375147;0.2858309752375147
3.0;0.37219368415938836;0.37219368415938836;0.37219368415938836;0.37219368415938836;0.37219368415938836;0.37219368415938836;0.37219368415938836;0.37219368415938836;0.37219368415938836;0.5698028822981898;0.5698028822981898;0.5698028822981898;0.5698028822981898;0.5698028822981898;0.5698028822981898;0.37219368415938836;0.37219368415938836;0.37219368415938836
3.0;0.27498597046143514;0.27498597046143514;0.27498597046143514;0.27498597046143514;0.27498597046143514;0.27498597046143514;0.27498597046143514;0.27498597046143514;0.27498597046143514;0.7428571428571429;0.7428571428571429;0.7428571428571429;0.7428571428571429;0.7428571428571429;0.7428571428571429;0.27498597046143514;0.27498597046143514;0.27498597046143514
3.8;0.4595037486404902;0.4595037486404902;0.4595037486404902;0.4595037486404902;0.4595037486404902;0.4595037486404902;0.4595037486404902;0.4595037486404902;0.4595037486404902;0.74564371920144;0.74564371920144;0.74564371920144;0.74564371920144;0.74564371920144;0.74564371920144;0.4595037486404902;0.4595037486404902;0.4595037486404902
2.4;0.24573659359149527;0.24573659359149527;0.24573659359149527;0.24573659359149527;0.24573659359149527;0.24573659359149527;0.24573659359149527;0.24573659359149527;0.24573659359149527;0.7396934513601644;0.7396934513601644;0.7396934513601644;0.7396934513601644;0.7396934513601644;0.7396934513601644;0.24573659359149527;0.24573659359149527;0.24573659359149527
3.6;0.3639301321213053;0.3639301321213053;0.3639301321213053;0.3639301321213053;0.3639301321213053;0.3639301321213053;0.3639301321213053;0.3639301321213053;0.3639301321213053;0.6072843866271672;0.6072843866271672;0.6072843866271672;0.6072843866271672;0.6072843866271672;0.6072843866271672;0.3639301321213053;0.3639301321213053;0.3639301321213053
2.8;0.2683281572999747;0.27975144247209416;0.27975144247209416;0.2683281572999747;0.27975144247209416;0.27975144247209416;0.2683281572999747;0.27975144247209416;0.27975144247209416;0.5842373946721772;0.6047431568147635;0.6047431568147635;0.6047431568147635;0.5842373946721772;0.6047431568147635;0.2683281572999747;0.27975144247209416;0.27975144247209416
3.6;0.2727723627949905;0.2727723627949905;0.2727723627949905;0.2727723627949905;0.2727723627949905;0.2727723627949905;0.2727723627949905;0.2727723627949905;0.2727723627949905;0.6888747637021416;0.6888747637021416;0.6888747637021416;0.6888747637021416;0.6888747637021416;0.6888747637021416;0.2727723627949905;0.2727723627949905;0.2727723627949905
3.0;0.4114755998989118;0.4114755998989118;0.4114755998989118;0.4114755998989118;0.4114755998989118;0.4114755998989118;0.4114755998989118;0.4114755998989118;0.4114755998989118;0.6527912098338668;0.6527912098338668;0.6527912098338668;0.6527912098338668;0.6527912098338668;0.6527912098338668;0.4114755998989118;0.4114755998989118;0.4114755998989118
0.0;0.16692446522239712;0.17647058823529413;0.17647058823529413;0.16692446522239712;0.17647058823529413;0.17647058823529413;0.16692446522239712;0.17647058823529413;0.17647058823529413;0.5161701553872674;0.5371398565782959;0.5371398565782959;0.5262013605584338;0.5047146145152358;0.5262013605584338;0.16692446522239712;0.17647058823529413;0.17647058823529413
0.0;0.08362420100070908;0.08362420100070908;0.08362420100070908;0.08362420100070908;0.08362420100070908;0.08362420100070908;0.08362420100070908;0.08362420100070908;0.08362420100070908;0.6672976811635084;0.6672976811635084;0.6672976811635084;0.6672976811635084;0.6672976811635084;0.6672976811635084;0.08362420100070908;0.08362420100070908;0.08362420100070908
0.2;0.11180339887498948;0.11180339887498948;0.11180339887498948;0.11180339887498948;0.11180339887498948;0.11180339887498948;0.11180339887498948;0.11180339887498948;0.11180339887498948;0.6420578831241025;0.6420578831241025;0.6420578831241025;0.6420578831241025;0.6420578831241025;0.6420578831241025;0.11180339887498948;0.11180339887498948;0.11180339887498948
0.0;0.16724840200141816;0.16724840200141816;0.16724840200141816;0.16724840200141816;0.16724840200141816;0.16724840200141816;0.16724840200141816;0.16724840200141816;0.16724840200141816;0.6066566393670674;0.6066566393670674;0.6066566393670674;0.6038596398555418;0.6038596398555418;0.6038596398555418;0.16724840200141816;0.16724840200141816;0.16724840200141816
0.2;0.047836487323493986;0.047836487323493986;0.047836487323493986;0.047836487323493986;0.047836487323493986;0.047836487323493986;0.047836487323493986;0.047836487323493986;0.047836487323493986;0.48181205582971576;0.48181205582971576;0.48181205582971576;0.48181205582971576;0.48181205582971576;0.48181205582971576;0.047836487323493986;0.047836487323493986;0.047836487323493986
0.2;0.17407765595569785;0.18257418583505536;0.18257418583505536;0.17407765595569785;0.18257418583505536;0.18257418583505536;0.17407765595569785;0.18257418583505536;0.18257418583505536;0.5520524474738834;0.5728918992315464;0.5728918992315464;0.5728918992315464;0.5520524474738834;0.5728918992315464;0.17407765595569785;0.18257418583505536;0.18257418583505536
1.8;0.17928429140015903;0.17928429140015903;0.17928429140015903;0.17928429140015903;0.17928429140015903;0.17928429140015903;0.17928429140015903;0.17928429140015903;0.17928429140015903;0.5262013605584338;0.5262013605584338;0.5262013605584338;0.5262013605584338;0.5262013605584338;0.5262013605584338;0.17928429140015903;0.17928429140015903;0.17928429140015903
1.4;0.07692307692307693;0.07692307692307693;0.07692307692307693;0.07692307692307693;0.07692307692307693;0.07692307692307693;0.07692307692307693;0.07692307692307693;0.07692307692307693;0.6132441406718665;0.6132441406718665;0.6132441406718665;0.6132441406718665;0.6132441406718665;0.6132441406718665;0.07692307692307693;0.07692307692307693;0.07692307692307693
1.8;0.09325048082403138;0.09325048082403138;0.09325048082403138;0.09325048082403138;0.09325048082403138;0.09325048082403138;0.09325048082403138;0.09325048082403138;0.09325048082403138;0.42339019740572553;0.42339019740572553;0.42339019740572553;0.42339019740572553;0.42339019740572553;0.42339019740572553;0.09325048082403138;0.09325048082403138;0.09325048082403138
2.0;0.15018785229652765;0.15018785229652765;0.15018785229652765;0.15018785229652765;0.15018785229652765;0.15018785229652765;0.15018785229652765;0.15018785229652765;0.15018785229652765;0.39130434782608703;0.39130434782608703;0.39130434782608703;0.39130434782608703;0.39130434782608703;0.39130434782608703;0.15018785229652765;0.15018785229652765;0.15018785229652765
0.0;0.21677749238102995;0.21677749238102995;0.21677749238102995;0.21677749238102995;0.21677749238102995;0.21677749238102995;0.21677749238102995;0.21677749238102995;0.21677749238102995;0.5930488247827634;0.5930488247827634;0.5930488247827634;0.5865557254410011;0.5865557254410011;0.5865557254410011;0.21677749238102995;0.21677749238102995;0.21677749238102995
0.8;0.21629522817435007;0.21629522817435007;0.21629522817435007;0.21629522817435007;0.21629522817435007;0.21629522817435007;0.21629522817435007;0.21629522817435007;0.21629522817435007;0.6805446536716204;0.6805446536716204;0.6805446536716204;0.6805446536716204;0.6805446536716204;0.6805446536716204;0.21629522817435007;0.21629522817435007;0.21629522817435007
2.2;0.27914526311954124;0.27914526311954124;0.27914526311954124;0.27914526311954124;0.27914526311954124;0.27914526311954124;0.27914526311954124;0.27914526311954124;0.27914526311954124;0.6814563010121352;0.6814563010121352;0.6814563010121352;0.6790046053972701;0.6790046053972701;0.6790046053972701;0.27914526311954124;0.27914526311954124;0.27914526311954124
1.4;0.1556997888323046;0.1556997888323046;0.1556997888323046;0.1556997888323046;0.1556997888323046;0.1556997888323046;0.1556997888323046;0.1556997888323046;0.1556997888323046;0.5477225575051662;0.5477225575051662;0.5477225575051662;0.5477225575051662;0.5477225575051662;0.5477225575051662;0.1556997888323046;0.1556997888323046;0.1556997888323046
1.8;0.3494282789073061;0.3494282789073061;0.3494282789073061;0.3494282789073061;0.3494282789073061;0.3494282789073061;0.3494282789073061;0.3494282789073061;0.3494282789073061;0.6902114351624686;0.6902114351624686;0.6902114351624686;0.6902114351624686;0.6902114351624686;0.6902114351624686;0.3494282789073061;0.3494282789073061;0.3494282789073061
