"","r","$\rho$","h","r","$\rho$","h","r","$\rho$","h","Avg"
"stanf_skipgram_defaultchar200dim.nltk2018",0.635210092107129,0.649575041971844,0.642312261088265,0.694072310499294,0.643299563420299,0.667722154224336,0.699094263116352,0.783334418043398,0.738820834641842,0.682951749984814
"bioc_skipgram_Nonechar200dim.Biosses2017",0.63028976655718,0.648159347063672,0.639099670374167,0.699078219573929,0.64178201315299,0.669205956234721,0.692544010976251,0.776079367727346,0.731935942128677,0.680080522912522
"BioNLP2016_PubMed.shuffle.win.30.nltk2018",0.615445867353888,0.640592909597021,0.627767655111333,0.710851225353233,0.645921622925846,0.676832791460081,0.70889007915406,0.760680072125437,0.733872494716123,0.679490980429179
"bioc_skipgram_Nonechar200dim.nltk2018",0.632173391239558,0.641574859682263,0.636839429590351,0.700237025273671,0.638205521749189,0.667783816431906,0.693794060325957,0.77437172306654,0.731871710981448,0.678831652334568
"BioNLP2016_PubMed.shuffle.win.30.Biosses2017",0.611558671560754,0.645918332145205,0.628269075266251,0.711316174572941,0.647839233939875,0.678095415341212,0.705670266757649,0.756065772302702,0.729999289844625,0.678787926817363
"BioNLP2016_PubMed.shuffle.win.2.nltk2018",0.573948042856398,0.601375148523851,0.587341578978631,0.697573733860878,0.627224532015533,0.660531297537242,0.688570243387937,0.735980211853067,0.711486310281143,0.653119728932339
"BioNLP2016_PubMed.shuffle.win.2.Biosses2017",0.56921319995255,0.601802869113128,0.585054545223831,0.697740420798144,0.628483915231702,0.661303852697157,0.68016326558829,0.732268524208187,0.705254801415544,0.650537733112177
"BioWordVec_extrinsic.None",0.580089839034485,0.625447986196414,0.601915616488649,0.589846758453029,0.628859758632198,0.608728820188653,0.617569823375954,0.693975812435803,0.65354724717284,0.621397227950047
"bioc_skipgram_defaultchar.None",0.578840787265916,0.62963482858441,0.603170333083459,0.556175857869603,0.631925160224128,0.591635749392672,0.613099296377396,0.718980609254745,0.661831927318039,0.618879336598057
"BioWordVec_intrinsic.None",0.584014671718881,0.6348096452913,0.608353708446204,0.57512569654268,0.63647304164743,0.604246257230221,0.607213851953317,0.683540883812093,0.643120620093623,0.618573528590016
"stanford_skipgram_nonechar200dim.None",0.577898254525212,0.63857479132367,0.606723278496043,0.5672306562076,0.629468171284647,0.596730999741706,0.603407652903515,0.703472756242256,0.649609316591047,0.617687864942932
"BioNLP2016_PubMed.shuffle.win.30.None",0.55364326126941,0.605911396463651,0.578599308521192,0.622024653268822,0.632565045332832,0.627250571930709,0.593723981646207,0.692773142696121,0.639435597447397,0.615095159299766
"bioc_skipgram_Nonechar200dim.None",0.557789311711433,0.61673092010227,0.585781165989431,0.558634158539199,0.624980394790416,0.589947793333718,0.588064893232412,0.700808830571399,0.639505736698583,0.605078232007244
"stanf_skipgram_defaultchar200dim.None",0.555598401545842,0.604092077900809,0.578831332698952,0.553502280365192,0.631055375768946,0.589740124030352,0.597988426848654,0.703020230407142,0.646264664388454,0.604945373705919
"bioc_skipgram_Defaultchar200dim_8ene.None",0.555334590797199,0.603664357311532,0.578491808631053,0.559680106920919,0.629568301917398,0.592570655403004,0.592301858561193,0.699823275652877,0.641588985242831,0.604217149758963
"BioNLP2016_PubMed.shuffle.win.2.None",0.448125291575799,0.517337089081344,0.480250372323685,0.589705860319658,0.607246920280356,0.59834786025708,0.547579615555789,0.659070335822746,0.59817427697526,0.558924169852008
