Human;Jaccard None;Jaccard Default;Jaccard BIOSSES;Jaccard Blagec;Qgram None;Qgram Default;Qgram BIOSSES;Qgram Blagec;BlockDistance None;BlockDistance Default;BlockDistance BIOSSES;BlockDistance Blagec;OverlapCoefficient None;OverlapCoefficient Default;OverlapCoefficient BIOSSES;OverlapCoefficient Blagec;Levenshtein None;Levenshtein Default;Levenshtein BIOSSES;Levenshtein Blagec
3.0;0.6;0.5714285714285714;0.6216216216216216;0.6216216216216216;0.7340425531914894;0.7397769516728625;0.7346278317152104;0.7346278317152104;0.7123287916183472;0.699999988079071;0.6976743936538696;0.6976743936538696;0.9473684210526315;0.9411764705882353;0.9583333333333334;0.9583333333333334;0.6129032258064516;0.6123076923076923;0.6233062330623307;0.6233062330623307
4.0;0.6666666666666666;0.6428571428571429;0.5714285714285714;0.5714285714285714;0.7786885245901639;0.7807017543859649;0.7575757575757576;0.7575757575757576;0.7878787517547607;0.800000011920929;0.7428570985794067;0.7428570985794067;0.8;0.8181818181818182;0.8571428571428571;0.8571428571428571;0.8015873015873016;0.7966101694915254;0.7482517482517482;0.7482517482517482
3.0;0.6666666666666666;0.6153846153846154;0.6;0.6;0.7524752475247525;0.7526881720430108;0.7487179487179487;0.7487179487179487;0.7586206793785095;0.761904776096344;0.75;0.75;0.8333333333333334;0.8;0.75;0.75;0.7522935779816513;0.7676767676767677;0.7843137254901961;0.7843137254901961
4.5;0.828125;0.847457627118644;0.8227848101265823;0.8227848101265823;0.8607863974495218;0.8815943728018757;0.8548812664907652;0.8548812664907652;0.8888888955116272;0.8721804618835449;0.8450704216957092;0.8450704216957092;0.9298245614035088;0.9615384615384616;0.9285714285714286;0.9285714285714286;0.7808510638297872;0.8087557603686636;0.7774030354131535;0.7774030354131535
3.5;0.7142857142857143;0.7;0.7333333333333333;0.7333333333333333;0.752808988764045;0.7407407407407407;0.7551020408163265;0.7551020408163265;0.7692307829856873;0.7368420958518982;0.7586206793785095;0.7586206793785095;0.8333333333333334;0.875;0.9166666666666666;0.9166666666666666;0.7666666666666666;0.7710843373493976;0.7864077669902912;0.7864077669902912
3.5;0.2;0.14285714285714285;0.20833333333333334;0.20833333333333334;0.30379746835443033;0.2857142857142857;0.3493449781659389;0.3493449781659389;0.31578946113586426;0.23529410362243652;0.34285712242126465;0.34285712242126465;0.42857142857142855;0.3333333333333333;0.38461538461538464;0.38461538461538464;0.3366336633663366;0.3232323232323232;0.3712121212121212;0.3712121212121212
3.0;0.6551724137931034;0.6296296296296297;0.6666666666666666;0.6666666666666666;0.8049645390070922;0.7955390334572491;0.7839195979899498;0.7839195979899498;0.7945205569267273;0.7666666507720947;0.75;0.75;0.95;0.9444444444444444;0.96;0.96;0.6634920634920635;0.6578073089700996;0.6437125748502994;0.6437125748502994
3.5;0.8;0.782608695652174;0.8064516129032258;0.8064516129032258;0.8780487804878049;0.8754578754578755;0.8785942492012779;0.8785942492012779;0.8648648858070374;0.8666666746139526;0.8705882430076599;0.8705882430076599;1.0;1.0;1.0;1.0;0.78125;0.7828947368421053;0.7873563218390804;0.7873563218390804
4.0;0.9402985074626866;0.9375;0.9487179487179487;0.9487179487179487;0.9703703703703703;0.9622266401590457;0.96964586846543;0.96964586846543;0.9638554453849792;0.9635036587715149;0.9684210419654846;0.9684210419654846;0.984375;0.9836065573770492;0.9866666666666667;0.9866666666666667;0.48633879781420764;0.4833659491193738;0.4892205638474295;0.4892205638474295
4.0;0.8846153846153846;0.875;0.90625;0.90625;0.9554794520547946;0.9530685920577617;0.9603803486529319;0.9603803486529319;0.9473684430122375;0.9508196711540222;0.9647058844566345;0.9647058844566345;0.9583333333333334;0.9545454545454546;0.9666666666666667;0.9666666666666667;0.9180887372013652;0.921146953405018;0.9337539432176656;0.9337539432176656
4.0;0.7894736842105263;0.8235294117647058;0.7619047619047619;0.7619047619047619;0.9454545454545454;0.9514563106796117;0.9181818181818182;0.9181818181818182;0.8823529481887817;0.9032257795333862;0.8648648858070374;0.8648648858070374;0.9375;0.9333333333333333;0.9411764705882353;0.9411764705882353;0.9459459459459459;0.9611650485436893;0.911504424778761;0.911504424778761
3.0;0.43478260869565216;0.4090909090909091;0.44;0.44;0.5714285714285714;0.5463414634146342;0.5740740740740741;0.5740740740740741;0.6060606241226196;0.5806452035903931;0.6111111044883728;0.6111111044883728;0.625;0.6;0.6470588235294118;0.6470588235294118;0.5462962962962963;0.5686274509803921;0.5779816513761468;0.5779816513761468
2.5;0.56;0.5217391304347826;0.5769230769230769;0.5769230769230769;0.7395833333333333;0.7109826589595376;0.7297297297297297;0.7297297297297297;0.7868852615356445;0.7142857313156128;0.75;0.75;0.8235294117647058;0.8;0.8333333333333334;0.8333333333333334;0.6744186046511628;0.6717948717948719;0.6908212560386473;0.6908212560386473
2.5;0.21739130434782608;0.19047619047619047;0.28125;0.28125;0.41255605381165916;0.4;0.4683544303797469;0.4683544303797469;0.3448275923728943;0.3199999928474426;0.48000001907348633;0.48000001907348633;0.45454545454545453;0.4;0.5625;0.5625;0.33333333333333337;0.33333333333333337;0.3315508021390374;0.3315508021390374
3.0;0.4375;0.5;0.5;0.5;0.7575757575757576;0.8131868131868132;0.7922705314009661;0.7922705314009661;0.6428571343421936;0.699999988079071;0.692307710647583;0.692307710647583;0.6363636363636364;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6237623762376238;0.6923076923076923;0.6476190476190475;0.6476190476190475
0.0;0.05555555555555555;0.0;0.07692307692307693;0.07692307692307693;0.10810810810810811;0.08450704225352113;0.21463414634146338;0.21463414634146338;0.0952380895614624;0.0;0.22857141494750977;0.22857141494750977;0.1111111111111111;0.0;0.14285714285714285;0.14285714285714285;0.28395061728395066;0.26582278481012656;0.36111111111111116;0.36111111111111116
4.25;0.5454545454545454;0.5;0.5925925925925926;0.5925925925925926;0.7785714285714286;0.765625;0.7492625368731564;0.7492625368731564;0.75;0.6666666269302368;0.7058823108673096;0.7058823108673096;0.8571428571428571;0.8333333333333334;0.8888888888888888;0.8888888888888888;0.6729559748427674;0.6689655172413793;0.6581632653061225;0.6581632653061225
3.0;0.4482758620689655;0.4230769230769231;0.4838709677419355;0.4838709677419355;0.5813953488372092;0.576271186440678;0.6258503401360545;0.6258503401360545;0.5957446694374084;0.6000000238418579;0.6896551847457886;0.6896551847457886;0.7647058823529411;0.7333333333333333;0.7894736842105263;0.7894736842105263;0.6153846153846154;0.6201550387596899;0.6419753086419753;0.6419753086419753
3.0;0.5789473684210527;0.5294117647058824;0.5238095238095238;0.5238095238095238;0.6179401993355482;0.5978647686832741;0.5980066445182723;0.5980066445182723;0.6499999761581421;0.6000000238418579;0.5945945978164673;0.5945945978164673;0.9166666666666666;0.9;0.9166666666666666;0.9166666666666666;0.47029702970297027;0.45789473684210524;0.4558823529411765;0.4558823529411765
4.0;0.5882352941176471;0.5384615384615384;0.45;0.45;0.7762557077625571;0.7783251231527093;0.7426160337552743;0.7426160337552743;0.7096774578094482;0.695652186870575;0.6060606241226196;0.6060606241226196;0.8333333333333334;0.7777777777777778;0.6428571428571429;0.6428571428571429;0.6228070175438596;0.6132075471698113;0.6186440677966102;0.6186440677966102
0.0;0.038461538461538464;0.0;0.12903225806451613;0.12903225806451613;0.12851405622489964;0.11965811965811968;0.2186495176848875;0.2186495176848875;0.06666666269302368;0.0;0.3181818127632141;0.3181818127632141;0.07692307692307693;0.0;0.23529411764705882;0.23529411764705882;0.217741935483871;0.22413793103448276;0.26582278481012656;0.26582278481012656
3.5;0.5416666666666666;0.5;0.5333333333333333;0.5333333333333333;0.6927710843373494;0.6709677419354838;0.6715686274509804;0.6715686274509804;0.7111110687255859;0.6470588445663452;0.6779661178588867;0.6779661178588867;0.9285714285714286;0.9166666666666666;0.9411764705882353;0.9411764705882353;0.5784313725490196;0.5625;0.5450980392156863;0.5450980392156863
1.0;0.14285714285714285;0.1111111111111111;0.21428571428571427;0.21428571428571427;0.3229813664596274;0.3221476510067114;0.40975609756097564;0.40975609756097564;0.2857142686843872;0.27272725105285645;0.3589743375778198;0.3589743375778198;0.2727272727272727;0.2;0.35294117647058826;0.35294117647058826;0.30000000000000004;0.33333333333333337;0.2710280373831776;0.2710280373831776
0.0;0.09090909090909091;0.05;0.12903225806451613;0.12903225806451613;0.1707317073170732;0.15189873417721522;0.2627118644067796;0.2627118644067796;0.1538461446762085;0.08695650100708008;0.2666666507720947;0.2666666507720947;0.18181818181818182;0.1;0.23529411764705882;0.23529411764705882;0.23170731707317072;0.20512820512820518;0.27419354838709675;0.27419354838709675
1.5;0.35294117647058826;0.3333333333333333;0.34615384615384615;0.34615384615384615;0.47619047619047616;0.4691358024691358;0.49785407725321884;0.49785407725321884;0.52173912525177;0.5;0.5128204822540283;0.5128204822540283;0.5454545454545454;0.5;0.5625;0.5625;0.5555555555555556;0.5465116279069768;0.5737704918032787;0.5737704918032787
3.6;0.47368421052631576;0.4117647058823529;0.52;0.52;0.5714285714285714;0.5767441860465117;0.6421404682274248;0.6421404682274248;0.625;0.5833333730697632;0.7111110687255859;0.7111110687255859;0.6923076923076923;0.6363636363636364;0.6842105263157895;0.6842105263157895;0.45669291338582674;0.46153846153846156;0.49044585987261147;0.49044585987261147
3.0;0.5909090909090909;0.5789473684210527;0.68;0.68;0.7476038338658146;0.7317073170731707;0.764179104477612;0.764179104477612;0.75;0.7428570985794067;0.7916666865348816;0.7916666865348816;0.7647058823529411;0.7333333333333333;0.8095238095238095;0.8095238095238095;0.7169811320754718;0.703448275862069;0.7485029940119761;0.7485029940119761
3.0;0.6428571428571429;0.6153846153846154;0.6176470588235294;0.6176470588235294;0.7321428571428572;0.7259615384615384;0.7225806451612904;0.7225806451612904;0.7118644118309021;0.6808511018753052;0.688524603843689;0.688524603843689;0.9;0.8888888888888888;0.9130434782608695;0.9130434782608695;0.6102941176470589;0.5984251968503937;0.5909090909090908;0.5909090909090908
5.0;0.8333333333333334;0.8;0.8125;0.8125;0.8513513513513513;0.8428571428571429;0.8415300546448088;0.8415300546448088;0.9090908765792847;0.8888888955116272;0.8965517282485962;0.8965517282485962;0.9090909090909091;0.8888888888888888;0.9285714285714286;0.9285714285714286;0.904109589041096;0.8985507246376812;0.7555555555555555;0.7555555555555555
3.5;0.47058823529411764;0.4;0.45454545454545453;0.45454545454545453;0.5514018691588785;0.5445544554455446;0.5488721804511278;0.5488721804511278;0.6428571343421936;0.5454545021057129;0.5789473652839661;0.5789473652839661;0.6666666666666666;0.6;0.6666666666666666;0.6666666666666666;0.3584905660377359;0.37;0.35507246376811596;0.35507246376811596
0.0;0.08;0.045454545454545456;0.13333333333333333;0.13333333333333333;0.1581395348837209;0.15841584158415845;0.2727272727272727;0.2727272727272727;0.1428571343421936;0.08333331346511841;0.292682945728302;0.292682945728302;0.2;0.1111111111111111;0.3076923076923077;0.3076923076923077;0.3157894736842105;0.3278688524590164;0.37106918238993714;0.37106918238993714
4.0;0.5789473684210527;0.5294117647058824;0.5;0.5;0.7063197026022305;0.6987951807228916;0.6764705882352942;0.6764705882352942;0.7428570985794067;0.692307710647583;0.6666666269302368;0.6666666269302368;0.8461538461538461;0.8181818181818182;0.7333333333333333;0.7333333333333333;0.695364238410596;0.6928571428571428;0.6866666666666666;0.6866666666666666
4.5;0.9230769230769231;0.9090909090909091;0.9333333333333333;0.9333333333333333;0.896551724137931;0.8923076923076922;0.9074889867841409;0.9074889867841409;0.9230769276618958;0.9090908765792847;0.9333333373069763;0.9333333373069763;1.0;1.0;1.0;1.0;0.8256880733944953;0.819047619047619;0.8429752066115702;0.8429752066115702
3.0;0.5416666666666666;0.5;0.5333333333333333;0.5333333333333333;0.6391752577319587;0.6270270270270271;0.6305882352941177;0.6305882352941177;0.6399999856948853;0.6341463327407837;0.6206896305084229;0.6206896305084229;0.9285714285714286;0.9166666666666666;0.9411764705882353;0.9411764705882353;0.4669260700389105;0.4653061224489796;0.46126760563380287;0.46126760563380287
3.5;0.6896551724137931;0.6923076923076923;0.5853658536585366;0.5853658536585366;0.8118811881188119;0.8227848101265822;0.7755102040816326;0.7755102040816326;0.8405796885490417;0.8148148059844971;0.7529411911964417;0.7529411911964417;0.8333333333333334;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.7378277153558053;0.75;0.6920731707317074;0.6920731707317074
4.0;0.7619047619047619;0.7368421052631579;0.7727272727272727;0.7727272727272727;0.8409090909090909;0.8291139240506329;0.8411764705882353;0.8411764705882353;0.9122806787490845;0.8717948794364929;0.8888888955116272;0.8888888955116272;0.9411764705882353;0.9333333333333333;0.9444444444444444;0.9444444444444444;0.7842105263157895;0.7790697674418605;0.7934782608695652;0.7934782608695652
3.0;0.8125;0.7857142857142857;0.8;0.8;0.8297872340425532;0.8333333333333334;0.8278388278388278;0.8278388278388278;0.8205128312110901;0.8666666746139526;0.8484848737716675;0.8484848737716675;1.0;1.0;1.0;1.0;0.705521472392638;0.7218543046357616;0.713375796178344;0.713375796178344
3.0;0.3939393939393939;0.36666666666666664;0.41025641025641024;0.41025641025641024;0.6265822784810127;0.6283783783783784;0.6434316353887399;0.6434316353887399;0.6037735939025879;0.5777777433395386;0.6176470518112183;0.6176470518112183;0.5909090909090909;0.55;0.5925925925925926;0.5925925925925926;0.6878980891719746;0.6912751677852349;0.6770833333333333;0.6770833333333333
3.5;0.75;0.7;0.7142857142857143;0.7142857142857143;0.8648648648648649;0.88;0.8571428571428572;0.8571428571428572;0.8181818127632141;0.8235294222831726;0.800000011920929;0.800000011920929;0.9;0.875;0.9090909090909091;0.9090909090909091;0.8333333333333334;0.8555555555555556;0.88;0.88
2.5;0.1935483870967742;0.10714285714285714;0.19444444444444445;0.19444444444444445;0.21138211382113825;0.19130434782608696;0.277027027027027;0.277027027027027;0.30000001192092896;0.1875;0.38461536169052124;0.38461536169052124;0.35294117647058826;0.21428571428571427;0.3333333333333333;0.3333333333333333;0.274074074074074;0.25196850393700787;0.2919254658385093;0.2919254658385093
3.5;0.5652173913043478;0.5238095238095238;0.5714285714285714;0.5714285714285714;0.7222222222222222;0.7315436241610738;0.736842105263158;0.736842105263158;0.6976743936538696;0.6470588445663452;0.7037037014961243;0.7037037014961243;0.9285714285714286;0.9166666666666666;0.9411764705882353;0.9411764705882353;0.5900000000000001;0.6043956043956045;0.6051502145922747;0.6051502145922747
3.5;0.15;0.125;0.23076923076923078;0.23076923076923078;0.40201005025125625;0.4042553191489362;0.4549019607843138;0.4549019607843138;0.25;0.21052628755569458;0.4324324131011963;0.4324324131011963;0.3;0.2857142857142857;0.46153846153846156;0.46153846153846156;0.39639639639639634;0.4018691588785047;0.4125874125874126;0.4125874125874126
3.0;0.44;0.391304347826087;0.4666666666666667;0.4666666666666667;0.7018633540372671;0.6891891891891893;0.7094972067039106;0.7094972067039106;0.7037037014961243;0.6341463327407837;0.7118644118309021;0.7118644118309021;0.6470588235294118;0.6;0.7;0.7;0.5029940119760479;0.49673202614379086;0.46808510638297873;0.46808510638297873
4.5;0.5454545454545454;0.5555555555555556;0.3157894736842105;0.3157894736842105;0.7567567567567568;0.7746478873239436;0.6368159203980099;0.6368159203980099;0.7058823108673096;0.7142857313156128;0.48275864124298096;0.48275864124298096;0.75;0.8333333333333334;0.5;0.5;0.6219512195121951;0.6;0.5242718446601942;0.5242718446601942
2.5;0.22580645161290322;0.20689655172413793;0.3;0.3;0.4;0.40625;0.49302325581395345;0.49302325581395345;0.3255813717842102;0.3243243098258972;0.5;0.5;0.4375;0.4;0.48;0.48;0.29000000000000004;0.2857142857142857;0.296137339055794;0.296137339055794
3.5;0.35714285714285715;0.32;0.3793103448275862;0.3793103448275862;0.4825396825396825;0.49146757679180886;0.5345911949685535;0.5345911949685535;0.476190447807312;0.4848484992980957;0.550000011920929;0.550000011920929;0.8333333333333334;0.8;0.7857142857142857;0.7857142857142857;0.3918918918918919;0.4068627450980392;0.44859813084112155;0.44859813084112155
3.0;0.6388888888888888;0.6060606060606061;0.5681818181818182;0.5681818181818182;0.7875894988066826;0.7877237851662404;0.7479674796747968;0.7479674796747968;0.7272727489471436;0.75;0.7058823108673096;0.7058823108673096;0.92;0.9090909090909091;0.8620689655172413;0.8620689655172413;0.680161943319838;0.6899563318777293;0.6655052264808362;0.6655052264808362
2.5;0.45161290322580644;0.41379310344827586;0.45454545454545453;0.45454545454545453;0.6445497630331753;0.6210526315789473;0.639225181598063;0.639225181598063;0.695652186870575;0.625;0.6666666269302368;0.6666666269302368;0.7368421052631579;0.7058823529411765;0.7142857142857143;0.7142857142857143;0.5421686746987953;0.5333333333333333;0.5291666666666667;0.5291666666666667
4.0;0.5;0.47058823529411764;0.4782608695652174;0.4782608695652174;0.6220472440944882;0.6311475409836065;0.6099290780141844;0.6099290780141844;0.6451612710952759;0.615384578704834;0.5945945978164673;0.5945945978164673;0.7692307692307693;0.7272727272727273;0.7857142857142857;0.7857142857142857;0.5323741007194245;0.5639097744360902;0.5471698113207547;0.5471698113207547
3.5;0.75;0.6923076923076923;0.6;0.6;0.8034934497816594;0.7834101382488479;0.7619047619047619;0.7619047619047619;0.8666666746139526;0.8333333134651184;0.7647058963775635;0.7647058963775635;0.9230769230769231;0.9;0.8;0.8;0.6754385964912281;0.6574074074074074;0.6031746031746033;0.6031746031746033
3.5;0.3157894736842105;0.29411764705882354;0.2962962962962963;0.2962962962962963;0.5229357798165137;0.5283018867924528;0.5182481751824817;0.5182481751824817;0.48000001907348633;0.45454543828964233;0.41025638580322266;0.41025638580322266;0.6;0.5555555555555556;0.47058823529411764;0.47058823529411764;0.5121951219512195;0.5126050420168067;0.4758620689655172;0.4758620689655172
3.0;0.5555555555555556;0.5476190476190477;0.5818181818181818;0.5818181818181818;0.6954887218045113;0.685483870967742;0.7058823529411764;0.7058823529411764;0.7073171138763428;0.6944444179534912;0.7428570985794067;0.7428570985794067;0.7352941176470589;0.7419354838709677;0.7804878048780488;0.7804878048780488;0.3345454545454546;0.33463035019455256;0.34384858044164035;0.34384858044164035
2.5;0.7037037037037037;0.68;0.7142857142857143;0.7142857142857143;0.8344988344988344;0.82687338501292;0.8309178743961353;0.8309178743961353;0.8571428656578064;0.8163264989852905;0.8214285373687744;0.8214285373687744;0.8636363636363636;0.85;0.8695652173913043;0.8695652173913043;0.7161572052401747;0.7149758454106281;0.7168949771689498;0.7168949771689498
4.0;0.6666666666666666;0.6153846153846154;0.6842105263157895;0.6842105263157895;0.7962085308056872;0.7794871794871795;0.7669172932330828;0.7669172932330828;0.8275861740112305;0.761904776096344;0.7692307829856873;0.7692307829856873;0.8333333333333334;0.8;0.8666666666666667;0.8666666666666667;0.6826923076923077;0.65625;0.6212121212121212;0.6212121212121212
3.5;0.2;0.15384615384615385;0.36363636363636365;0.36363636363636365;0.4177215189873418;0.4370860927152318;0.5461847389558233;0.5461847389558233;0.31578946113586426;0.25;0.550000011920929;0.550000011920929;0.42857142857142855;0.3333333333333333;0.5714285714285714;0.5714285714285714;0.3417721518987342;0.33783783783783783;0.4296875;0.4296875
2.5;0.4;0.38461538461538464;0.34782608695652173;0.34782608695652173;0.5234899328859061;0.524822695035461;0.49;0.49;0.52173912525177;0.5263158082962036;0.4444444179534912;0.4444444179534912;0.6666666666666666;0.625;0.5714285714285714;0.5714285714285714;0.5058823529411764;0.5189873417721519;0.46464646464646464;0.46464646464646464
2.5;0.5652173913043478;0.5238095238095238;0.5833333333333334;0.5833333333333334;0.7714285714285715;0.7579617834394905;0.7751479289940828;0.7751479289940828;0.8214285373687744;0.7368420958518982;0.7727272510528564;0.7727272510528564;0.8125;0.7857142857142857;0.8235294117647058;0.8235294117647058;0.7120418848167539;0.7167630057803468;0.7351351351351352;0.7351351351351352
5.0;0.8461538461538461;0.8;0.6666666666666666;0.6666666666666666;0.9714285714285714;0.967741935483871;0.8901098901098901;0.8901098901098901;0.9285714030265808;0.8888888955116272;0.800000011920929;0.800000011920929;0.9166666666666666;0.8888888888888888;0.8333333333333334;0.8333333333333334;0.9883720930232558;0.9868421052631579;0.8681318681318682;0.8681318681318682
