Human;WBSM Lin Biosses2017;WBSM Lin nltk2018;WBSM Lin None;WBSM Cai Biosses2017;WBSM Cai nltk2018;WBSM Cai None;WBSM Resnik Biosses2017;WBSM Resnik nltk2018;WBSM Resnik None;WBSM WuPalmerFast Biosses2017;WBSM WuPalmerFast nltk2018;WBSM WuPalmerFast None;WBSM JiangConrath Biosses2017;WBSM JiangConrath nltk2018;WBSM JiangConrath None;WBSM CosNormJConrath Biosses2017;WBSM CosNormJConrath nltk2018;WBSM CosNormJConrath None
3.0;0.8581163303210331;0.8581163303210331;0.8970852271450606;0.8581163303210331;0.8581163303210331;0.8970852271450606;0.8581163303210331;0.8581163303210331;0.8970852271450606;1.0000000000000002;1.0000000000000002;1.0;1.0000000000000002;1.0000000000000002;1.0;0.8581163303210331;0.8581163303210331;0.8970852271450606
0.5;0.1091089451179962;0.11322770341445959;0.3464101615137755;0.1091089451179962;0.11322770341445959;0.3464101615137755;0.1091089451179962;0.11322770341445959;0.3464101615137755;0.6900655593423543;0.6671243849949912;0.7360747380985777;0.6900655593423543;0.6671243849949912;0.7360747380985777;0.1091089451179962;0.11322770341445959;0.3464101615137755
3.0;0.5405624776173353;0.5405624776173353;0.5358258812338201;0.5405624776173353;0.5405624776173353;0.5358258812338201;0.5405624776173353;0.5405624776173353;0.5358258812338201;0.8500331705159768;0.8500331705159768;0.8214799971933826;0.8500331705159768;0.8500331705159768;0.8214799971933826;0.5405624776173353;0.5405624776173353;0.5358258812338201
4.1;0.8153742483272114;0.8153742483272114;0.85106449634699;0.8153742483272114;0.8153742483272114;0.85106449634699;0.8153742483272114;0.8153742483272114;0.85106449634699;0.9354143466934853;0.9354143466934853;0.9304842103984708;0.9354143466934853;0.9354143466934853;0.9304842103984708;0.8153742483272114;0.8153742483272114;0.85106449634699
3.5;0.8528028654224417;0.8528028654224417;0.7701540462154054;0.8528028654224417;0.8528028654224417;0.7701540462154054;0.8528028654224417;0.8528028654224417;0.7701540462154054;1.0;1.0;0.9428090415820635;1.0;1.0;0.9428090415820635;0.8528028654224417;0.8528028654224417;0.7701540462154054
4.0;0.890870806374748;0.890870806374748;0.9035253315161441;0.890870806374748;0.890870806374748;0.9035253315161441;0.890870806374748;0.890870806374748;0.9035253315161441;0.9797958971132713;0.9797958971132713;0.9819805060619657;0.9797958971132713;0.9797958971132713;0.9819805060619657;0.890870806374748;0.890870806374748;0.9035253315161441
2.5;0.9166666666666669;0.9166666666666669;0.9411764705882353;0.9166666666666669;0.9166666666666669;0.9411764705882353;0.9166666666666669;0.9166666666666669;0.9411764705882353;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;0.9166666666666669;0.9166666666666669;0.9411764705882353
4.0;0.917463421851129;0.917463421851129;0.9231861823449954;0.917463421851129;0.917463421851129;0.9231861823449954;0.917463421851129;0.917463421851129;0.9231861823449954;0.96;0.96;0.9553302944424514;0.96;0.96;0.9553302944424514;0.917463421851129;0.917463421851129;0.9231861823449954
4.0;0.7409585736349483;0.7409585736349483;0.7463904912524668;0.7409585736349483;0.7409585736349483;0.7463904912524668;0.7409585736349483;0.7409585736349483;0.7463904912524668;0.9100315103865803;0.9100315103865803;0.8970852271450604;0.9100315103865803;0.9100315103865803;0.8970852271450604;0.7409585736349483;0.7409585736349483;0.7463904912524668
4.1;0.769800358919501;0.769800358919501;0.8140915784106942;0.769800358919501;0.769800358919501;0.8140915784106942;0.769800358919501;0.769800358919501;0.8140915784106942;0.8770580193070293;0.8770580193070293;0.8838834764831844;0.8770580193070293;0.8770580193070293;0.8838834764831844;0.769800358919501;0.769800358919501;0.8140915784106942
4.0;0.8888888888888888;0.8888888888888888;0.7888106377466154;0.8888888888888888;0.8888888888888888;0.7888106377466154;0.8888888888888888;0.8888888888888888;0.7888106377466154;0.9486832980505138;0.9486832980505138;0.9004115224620592;0.9486832980505138;0.9486832980505138;0.9011271137791659;0.8888888888888888;0.8888888888888888;0.7888106377466154
3.0;0.7468160448149386;0.7468160448149386;0.7824758900557375;0.7468160448149386;0.7468160448149386;0.7824758900557375;0.7468160448149386;0.7468160448149386;0.7824758900557375;0.944911182523068;0.944911182523068;0.9299811099505543;0.944911182523068;0.944911182523068;0.9299811099505543;0.7468160448149386;0.7468160448149386;0.7824758900557375
4.0;0.7833494518006403;0.7833494518006403;0.7357672073819589;0.7833494518006403;0.7833494518006403;0.7357672073819589;0.7833494518006403;0.7833494518006403;0.7357672073819589;0.9987430271478807;0.9987430271478807;0.9257557824879351;1.0;1.0;0.9258200997725516;0.7833494518006403;0.7833494518006403;0.7357672073819589
3.0;0.7627700713964739;0.7627700713964739;0.7500000000000001;0.7627700713964739;0.7627700713964739;0.7500000000000001;0.7627700713964739;0.7627700713964739;0.7500000000000001;0.960768922830523;0.960768922830523;0.9285714285714286;0.960768922830523;0.960768922830523;0.9285714285714286;0.7627700713964739;0.7627700713964739;0.7500000000000001
4.5;0.9273581401244286;0.9365858115816939;0.9300911864272315;0.9273581401244286;0.9365858115816939;0.9300911864272315;0.9273581401244286;0.9365858115816939;0.9300911864272315;0.982607368881035;0.982299486257503;0.9729679679550949;0.982607368881035;0.982299486257503;0.9729679679550949;0.9273581401244286;0.9365858115816939;0.9300911864272315
3.5;0.8432740427115678;0.8249579113843053;0.8486684247915056;0.8432740427115678;0.8249579113843053;0.8486684247915056;0.8432740427115678;0.8249579113843053;0.8486684247915056;0.9989010989010988;0.9987937273823884;0.9991896272285249;1.0;0.9999999999999998;0.9999999999999999;0.8432740427115678;0.8249579113843053;0.8486684247915056
3.5;0.25819888974716115;0.25819888974716115;0.34668762264076824;0.25819888974716115;0.25819888974716115;0.34668762264076824;0.25819888974716115;0.25819888974716115;0.34668762264076824;0.7893522173763263;0.7893522173763263;0.7050239879106326;0.7893522173763263;0.7893522173763263;0.7050239879106326;0.25819888974716115;0.25819888974716115;0.34668762264076824
3.0;0.7858252779857413;0.7858252779857413;0.8113480845393759;0.7858252779857413;0.7858252779857413;0.8113480845393759;0.7858252779857413;0.7858252779857413;0.8113480845393759;0.9622504486493763;0.9622504486493763;0.9574271077563381;0.9622504486493763;0.9622504486493763;0.9574271077563381;0.7858252779857413;0.7858252779857413;0.8113480845393759
3.5;0.884651736929383;0.884651736929383;0.8980265101338746;0.884651736929383;0.884651736929383;0.8980265101338746;0.884651736929383;0.884651736929383;0.8980265101338746;0.9780192938436515;0.9780192938436515;0.9672041516493517;0.9780192938436515;0.9780192938436515;0.9672041516493517;0.884651736929383;0.884651736929383;0.8980265101338746
4.0;0.9668009539030813;0.9668009539030813;0.9730618248952598;0.9668009539030813;0.9668009539030813;0.9730618248952598;0.9668009539030813;0.9668009539030813;0.9730618248952598;0.9836065573770493;0.9836065573770493;0.9866666666666665;0.9836065573770493;0.9836065573770493;0.9866666666666665;0.9668009539030813;0.9668009539030813;0.9730618248952598
4.0;0.9335638713962128;0.9335638713962128;0.9509474618867318;0.9335638713962128;0.9335638713962128;0.9509474618867318;0.9335638713962128;0.9335638713962128;0.9509474618867318;0.9789450103725611;0.9789450103725611;0.9842509842514764;0.9789450103725611;0.9789450103725611;0.9842509842514764;0.9335638713962128;0.9335638713962128;0.9509474618867318
4.0;0.8894991799933215;0.8894991799933215;0.8767140075192092;0.8894991799933215;0.8894991799933215;0.8767140075192092;0.8894991799933215;0.8894991799933215;0.8767140075192092;0.9660917830792959;0.9660917830792959;0.9428090415820635;0.9660917830792959;0.9660917830792959;0.9428090415820635;0.8894991799933215;0.8894991799933215;0.8767140075192092
3.0;0.5188745216627709;0.5188745216627709;0.5636018619766345;0.5188745216627709;0.5188745216627709;0.5636018619766345;0.5188745216627709;0.5188745216627709;0.5636018619766345;0.8249579113843055;0.8249579113843055;0.85106449634699;0.8249579113843055;0.8249579113843055;0.85106449634699;0.5188745216627709;0.5188745216627709;0.5636018619766345
2.5;0.6928203230275508;0.6928203230275508;0.7372097807744858;0.6928203230275508;0.6928203230275508;0.7372097807744858;0.6928203230275508;0.6928203230275508;0.7372097807744858;0.9304842103984708;0.9304842103984708;0.9389710680668849;0.9304842103984708;0.9304842103984708;0.9389710680668849;0.6928203230275508;0.6928203230275508;0.7372097807744858
2.5;0.31622776601683794;0.3265986323710904;0.45;0.31622776601683794;0.3265986323710904;0.45;0.31622776601683794;0.3265986323710904;0.45;0.6454972243679028;0.6225430174794672;0.6816229165476879;0.6454972243679028;0.6225430174794672;0.6816229165476879;0.31622776601683794;0.3265986323710904;0.45
3.0;0.6666666666666666;0.6666666666666666;0.6666666666666667;0.6666666666666666;0.6666666666666666;0.6666666666666667;0.6666666666666666;0.6666666666666666;0.6666666666666667;0.9090909090909091;0.9090909090909091;0.8571428571428571;0.9090909090909091;0.9090909090909091;0.8571428571428571;0.6666666666666666;0.6666666666666666;0.6666666666666667
0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.8571428571428571;0.8571428571428571;0.7909115788387002;0.8571428571428571;0.8571428571428571;0.7909115788387002;0.0;0.0;0.14285714285714285
4.25;0.7216878364870323;0.7216878364870323;0.7863570994927849;0.7216878364870323;0.7216878364870323;0.7863570994927849;0.7216878364870323;0.7216878364870323;0.7863570994927849;0.8767140075192092;0.8767140075192092;0.890870806374748;0.8767140075192092;0.8767140075192092;0.890870806374748;0.7216878364870323;0.7216878364870323;0.7863570994927849
3.0;0.558156305651438;0.558156305651438;0.6305926250944657;0.558156305651438;0.558156305651438;0.6305926250944657;0.558156305651438;0.558156305651438;0.6305926250944657;0.9564876103340025;0.9564876103340025;0.9455534695684731;0.9565217391304349;0.9565217391304349;0.9456108576893003;0.558156305651438;0.558156305651438;0.6305926250944657
3.0;0.7115124735378853;0.7115124735378853;0.710046946804693;0.7115124735378853;0.7115124735378853;0.710046946804693;0.7115124735378853;0.7115124735378853;0.710046946804693;0.9393364366277241;0.9393364366277241;0.8997354108424374;0.9393364366277241;0.9393364366277241;0.8997354108424374;0.7115124735378853;0.7115124735378853;0.710046946804693
4.0;0.7035264706814485;0.7035264706814485;0.6210590034081188;0.7035264706814485;0.7035264706814485;0.6210590034081188;0.7035264706814485;0.7035264706814485;0.6210590034081188;0.9603244684403517;0.9603244684403517;0.8909632992972867;0.960768922830523;0.960768922830523;0.8902638145194514;0.7035264706814485;0.7035264706814485;0.6210590034081188
0.0;0.0;0.0;0.2286647801900118;0.0;0.0;0.2286647801900118;0.0;0.0;0.2286647801900118;0.7086853579183096;0.6924109382066713;0.7383537366392935;0.7050239879106326;0.6882472016116852;0.7360747380985777;0.0;0.0;0.2286647801900118
3.5;0.6929348671835833;0.6929348671835833;0.720603758577672;0.6929348671835833;0.6929348671835833;0.720603758577672;0.6929348671835833;0.6929348671835833;0.720603758577672;0.9271050693011066;0.9271050693011066;0.891337623249849;0.9271050693011066;0.9271050693011066;0.891337623249849;0.6929348671835833;0.6929348671835833;0.720603758577672
1.0;0.19069251784911848;0.19999999999999996;0.36380343755449945;0.19069251784911848;0.19999999999999996;0.36380343755449945;0.19069251784911848;0.19999999999999996;0.36380343755449945;0.8838834764831844;0.8767140075192092;0.8528028654224417;0.8838834764831844;0.8767140075192092;0.8528028654224417;0.19069251784911848;0.19999999999999996;0.36380343755449945
0.0;0.09534625892455924;0.09534625892455924;0.2286647801900118;0.09534625892455924;0.09534625892455924;0.2286647801900118;0.09534625892455924;0.09534625892455924;0.2286647801900118;0.8292884288627292;0.8292884288627292;0.8100925873009825;0.8292884288627292;0.8292884288627292;0.8100925873009825;0.09534625892455924;0.09534625892455924;0.2286647801900118
1.5;0.4999999999999999;0.4999999999999999;0.5161854012087639;0.4999999999999999;0.4999999999999999;0.5161854012087639;0.4999999999999999;0.4999999999999999;0.5161854012087639;0.6963106238227914;0.6963106238227914;0.7035264706814485;0.6963106238227914;0.6963106238227914;0.7035264706814485;0.4999999999999999;0.4999999999999999;0.5161854012087639
3.6;0.5853694070049636;0.5853694070049636;0.6842105263157894;0.5853694070049636;0.5853694070049636;0.6842105263157894;0.5853694070049636;0.5853694070049636;0.6842105263157894;0.8022171223774291;0.8022171223774291;0.813733471206735;0.7938566201357354;0.7938566201357354;0.8104432008587533;0.5853694070049636;0.5853694070049636;0.6842105263157894
3.0;0.7142857142857143;0.6923076923076924;0.7894736842105262;0.7142857142857143;0.6923076923076924;0.7894736842105262;0.7142857142857143;0.6923076923076924;0.7894736842105262;0.9095085938862486;0.9036961141150639;0.9304842103984708;0.9095085938862486;0.9036961141150639;0.9304842103984708;0.7142857142857143;0.6923076923076924;0.7894736842105262
3.0;0.7585826061362605;0.7462025072446364;0.756978119245116;0.7585826061362605;0.7462025072446364;0.756978119245116;0.7585826061362605;0.7462025072446364;0.756978119245116;0.9305428896009069;0.9276761397009774;0.9121568188129244;0.9363821838346237;0.9335638713962128;0.9164397149578765;0.7585826061362605;0.7462025072446364;0.756978119245116
5.0;0.8888888888888888;0.8888888888888888;0.8970852271450606;0.8888888888888888;0.8888888888888888;0.8970852271450606;0.8888888888888888;0.8888888888888888;0.8970852271450606;0.9999999999999998;0.9999999999999998;0.9682458365518541;0.9999999999999998;0.9999999999999998;0.9682458365518541;0.8888888888888888;0.8888888888888888;0.8970852271450606
3.5;0.5720775535473553;0.5720775535473553;0.6262242910851494;0.5720775535473553;0.5720775535473553;0.6262242910851494;0.5720775535473553;0.5720775535473553;0.6262242910851494;0.7621369795142084;0.7621369795142084;0.7487012977269327;0.7526178090063818;0.7526178090063818;0.7431605356175384;0.5720775535473553;0.5720775535473553;0.6262242910851494
0.0;0.09245003270420486;0.09622504486493763;0.2614881801842454;0.09245003270420486;0.09622504486493763;0.2614881801842454;0.09245003270420486;0.09622504486493763;0.2614881801842454;0.5547001962252291;0.521749194749951;0.6172133998483678;0.5547001962252291;0.521749194749951;0.6172133998483678;0.09245003270420486;0.09622504486493763;0.2614881801842454
4.0;0.7216878364870323;0.7006490497453707;0.669438681395203;0.7216878364870323;0.7006490497453707;0.669438681395203;0.7216878364870323;0.7006490497453707;0.669438681395203;0.9095085938862486;0.9036961141150639;0.8421052631578946;0.9095085938862486;0.9036961141150639;0.8421052631578946;0.7216878364870323;0.7006490497453707;0.669438681395203
4.5;0.9534625892455924;0.9534625892455924;0.9660917830792959;0.9534625892455924;0.9534625892455924;0.9660917830792959;0.9534625892455924;0.9534625892455924;0.9660917830792959;0.9534625892455924;0.9534625892455924;0.9660917830792959;0.9534625892455924;0.9534625892455924;0.9660917830792959;0.9534625892455924;0.9534625892455924;0.9660917830792959
3.0;0.6929348671835833;0.6929348671835833;0.720603758577672;0.6929348671835833;0.6929348671835833;0.720603758577672;0.6929348671835833;0.6929348671835833;0.720603758577672;0.8743856497851876;0.8743856497851876;0.871812750115739;0.8743856497851876;0.8743856497851876;0.871812750115739;0.6929348671835833;0.6929348671835833;0.720603758577672
3.5;0.8190283593479223;0.8190283593479223;0.74564371920144;0.8190283593479223;0.8190283593479223;0.74564371920144;0.8190283593479223;0.8190283593479223;0.74564371920144;0.8703882797784892;0.8703882797784892;0.8159592353078742;0.8703882797784892;0.8703882797784892;0.815803165447291;0.8190283593479223;0.8190283593479223;0.74564371920144
4.0;0.8520128672302585;0.8520128672302585;0.8743856497851876;0.8520128672302585;0.8520128672302585;0.8743856497851876;0.8520128672302585;0.8520128672302585;0.8743856497851876;0.9116653637961138;0.9116653637961138;0.9242722802679318;0.9146591207600472;0.9146591207600472;0.9271050693011066;0.8520128672302585;0.8520128672302585;0.8743856497851876
3.0;0.8864052604279183;0.8864052604279183;0.894427190999916;0.8864052604279183;0.8864052604279183;0.894427190999916;0.8864052604279183;0.8864052604279183;0.894427190999916;0.9636241116594316;0.9636241116594316;0.9660917830792959;0.9636241116594316;0.9636241116594316;0.9660917830792959;0.8864052604279183;0.8864052604279183;0.894427190999916
3.0;0.5642880936468347;0.5642880936468347;0.6047431568147635;0.5642880936468347;0.5642880936468347;0.6047431568147635;0.5642880936468347;0.5642880936468347;0.6047431568147635;0.8573214099741123;0.8573214099741123;0.8437499999999998;0.8573214099741123;0.8573214099741123;0.8437499999999998;0.5642880936468347;0.5642880936468347;0.6047431568147635
3.5;0.8249579113843053;0.8249579113843053;0.8362420100070909;0.8249579113843053;0.8249579113843053;0.8362420100070909;0.8249579113843053;0.8249579113843053;0.8362420100070909;0.9486832980505138;0.9486832980505138;0.9230769230769232;0.9486832980505138;0.9486832980505138;0.9230769230769232;0.8249579113843053;0.8249579113843053;0.8362420100070909
2.5;0.19446111706564934;0.19446111706564934;0.3256694736394648;0.19446111706564934;0.19446111706564934;0.3256694736394648;0.19446111706564934;0.19446111706564934;0.3256694736394648;0.8616404368553291;0.8616404368553291;0.8581163303210331;0.8616404368553291;0.8616404368553291;0.8581163303210331;0.19446111706564934;0.19446111706564934;0.3256694736394648
3.5;0.7484551991837489;0.7484551991837489;0.7761140001162655;0.7484551991837489;0.7484551991837489;0.7761140001162655;0.7484551991837489;0.7484551991837489;0.7761140001162655;0.9146591207600472;0.9146591207600472;0.8954430086935637;0.9146591207600472;0.9146591207600472;0.8954430086935637;0.7484551991837489;0.7484551991837489;0.7761140001162655
3.5;0.21320071635561041;0.2279211529192759;0.38177085778546666;0.21320071635561041;0.2279211529192759;0.38177085778546666;0.21320071635561041;0.2279211529192759;0.38177085778546666;0.7857142857142857;0.7692307692307694;0.7909115788387002;0.7857142857142857;0.7692307692307694;0.7909115788387002;0.21320071635561041;0.2279211529192759;0.38177085778546666
3.0;0.5636018619766345;0.5636018619766345;0.59336610396393;0.5636018619766345;0.5636018619766345;0.59336610396393;0.5636018619766345;0.5636018619766345;0.59336610396393;0.7570332986102252;0.7570332986102252;0.760608730574164;0.7570332986102252;0.7570332986102252;0.760608730574164;0.5636018619766345;0.5636018619766345;0.59336610396393
4.5;0.7216878364870323;0.7216878364870323;0.4803844614152615;0.7216878364870323;0.7216878364870323;0.4803844614152615;0.7216878364870323;0.7216878364870323;0.4803844614152615;0.9428090415820632;0.9428090415820632;0.7771676925210544;0.9428090415820632;0.9428090415820632;0.7745966692414834;0.7216878364870323;0.7216878364870323;0.4803844614152615
2.5;0.37796447300922725;0.36514837167011077;0.48;0.37796447300922725;0.36514837167011077;0.48;0.37796447300922725;0.36514837167011077;0.48;0.7926290870042667;0.7735267838285932;0.7937507937511906;0.7926290870042667;0.7735267838285932;0.7937507937511906;0.37796447300922725;0.36514837167011077;0.48
3.5;0.5520524474738834;0.5520524474738834;0.600099198148979;0.5520524474738834;0.5520524474738834;0.600099198148979;0.5520524474738834;0.5520524474738834;0.600099198148979;0.8783100656536799;0.8783100656536799;0.8750000000000001;0.8783100656536799;0.8783100656536799;0.8750000000000001;0.5520524474738834;0.5520524474738834;0.600099198148979
3.0;0.7474093186836597;0.7474093186836597;0.7180491222126322;0.7474093186836597;0.7474093186836597;0.7180491222126322;0.7474093186836597;0.7474093186836597;0.7180491222126322;0.8763560920082657;0.8763560920082657;0.8385254915624211;0.8763560920082657;0.8763560920082657;0.8385254915624211;0.7474093186836597;0.7474093186836597;0.7180491222126322
2.5;0.5940885257860046;0.5940885257860046;0.629940788348712;0.5940885257860046;0.5940885257860046;0.629940788348712;0.5940885257860046;0.5940885257860046;0.629940788348712;0.9470880115718927;0.9470880115718927;0.9536107445934434;0.9468641529479987;0.9468641529479987;0.9534625892455922;0.5940885257860046;0.5940885257860046;0.629940788348712
4.0;0.6446583712203042;0.6446583712203042;0.6573757351339165;0.6446583712203042;0.6446583712203042;0.6573757351339165;0.6446583712203042;0.6446583712203042;0.6573757351339165;0.9036961141150639;0.9036961141150639;0.8542821429703302;0.9036961141150639;0.9036961141150639;0.8542821429703302;0.6446583712203042;0.6446583712203042;0.6573757351339165
3.5;0.8215838362577491;0.8215838362577491;0.7514691493021793;0.8215838362577491;0.8215838362577491;0.7514691493021793;0.8215838362577491;0.8215838362577491;0.7514691493021793;0.9166666666666669;0.9166666666666669;0.8574929257125442;0.9166666666666669;0.9166666666666669;0.8574929257125442;0.8215838362577491;0.8215838362577491;0.7514691493021793
3.5;0.4622501635210243;0.4622501635210243;0.4573295603800236;0.4622501635210243;0.4622501635210243;0.4573295603800236;0.4622501635210243;0.4622501635210243;0.4573295603800236;0.8666666666666666;0.8666666666666666;0.8260869565217392;0.8666666666666666;0.8666666666666666;0.8260869565217392;0.4622501635210243;0.4622501635210243;0.4573295603800236
3.0;0.6893587725135434;0.6893587725135434;0.7242068243779013;0.6893587725135434;0.6893587725135434;0.7242068243779013;0.6893587725135434;0.6893587725135434;0.7242068243779013;0.873326063219467;0.873326063219467;0.8725379440277173;0.873326063219467;0.873326063219467;0.8725379440277173;0.6893587725135434;0.6893587725135434;0.7242068243779013
2.5;0.8104432008587533;0.8104432008587533;0.8340576562282991;0.8104432008587533;0.8104432008587533;0.8340576562282991;0.8104432008587533;0.8104432008587533;0.8340576562282991;0.9575931979835841;0.9575931979835841;0.9622504486493763;0.9583333333333335;0.9583333333333335;0.9629629629629629;0.8104432008587533;0.8104432008587533;0.8340576562282991
4.0;0.7627700713964739;0.7627700713964739;0.8140915784106942;0.7627700713964739;0.7627700713964739;0.8140915784106942;0.7627700713964739;0.7627700713964739;0.8140915784106942;0.9166666666666669;0.9166666666666669;0.9146591207600472;0.9166666666666669;0.9166666666666669;0.9146591207600472;0.7627700713964739;0.7627700713964739;0.8140915784106942
3.5;0.3418817293789138;0.2721655269759087;0.5345224838248488;0.3418817293789138;0.2721655269759087;0.5345224838248488;0.3418817293789138;0.2721655269759087;0.5345224838248488;0.7526178090063818;0.7035264706814485;0.7826237921249264;0.7526178090063818;0.7035264706814485;0.7826237921249264;0.3418817293789138;0.2721655269759087;0.5345224838248488
2.5;0.5270462766947299;0.5590169943749475;0.5185629788417315;0.5270462766947299;0.5590169943749475;0.5185629788417315;0.5270462766947299;0.5590169943749475;0.5185629788417315;0.8451542547285166;0.8320502943378437;0.7905694150420948;0.8451542547285166;0.8320502943378437;0.7905694150420948;0.5270462766947299;0.5590169943749475;0.5185629788417315
2.5;0.6929348671835833;0.6929348671835833;0.7409585736349483;0.6929348671835833;0.6929348671835833;0.7409585736349483;0.6929348671835833;0.6929348671835833;0.7409585736349483;0.8947467333452612;0.8947467333452612;0.9089083170949708;0.8947368421052629;0.8947368421052629;0.9090909090909091;0.6929348671835833;0.6929348671835833;0.7409585736349483
5.0;0.8888888888888888;0.8888888888888888;0.8006407690254358;0.8888888888888888;0.8888888888888888;0.8006407690254358;0.8888888888888888;0.8888888888888888;0.8006407690254358;0.9999999999999998;0.9999999999999998;0.9996217545051511;0.9999999999999998;0.9999999999999998;0.9999999999999999;0.8888888888888888;0.8888888888888888;0.8006407690254358
4.25;0.6837634587578276;0.7171371656006361;0.753778361444409;0.6837634587578276;0.7171371656006361;0.753778361444409;0.6837634587578276;0.7171371656006361;0.753778361444409;0.9128709291752769;0.9045340337332909;0.9074852129730302;0.9128709291752769;0.9045340337332909;0.9074852129730302;0.6837634587578276;0.7171371656006361;0.753778361444409
2.5;0.5000000000000001;0.5000000000000001;0.5270462766947299;0.5000000000000001;0.5000000000000001;0.5270462766947299;0.5000000000000001;0.5000000000000001;0.5270462766947299;0.9095085938862486;0.9095085938862486;0.8340576562282991;0.9095085938862486;0.9095085938862486;0.8340576562282991;0.5000000000000001;0.5000000000000001;0.5270462766947299
2.95;0.6666666666666667;0.6666666666666667;0.7333333333333333;0.6666666666666667;0.6666666666666667;0.7333333333333333;0.6666666666666667;0.6666666666666667;0.7333333333333333;0.9354143466934853;0.9354143466934853;0.9459053029269171;0.9354143466934853;0.9354143466934853;0.9459053029269171;0.6666666666666667;0.6666666666666667;0.7333333333333333
3.0;0.8109307588519342;0.8109307588519342;0.8478227519967948;0.8109307588519342;0.8109307588519342;0.8478227519967948;0.8109307588519342;0.8109307588519342;0.8478227519967948;0.9191450300180578;0.9191450300180578;0.9340808971963415;0.9191450300180578;0.9191450300180578;0.9340808971963415;0.8109307588519342;0.8109307588519342;0.8478227519967948
