Human;Jaccard;Qgram;BlockDistance;OverlapCoefficient;Levenshtein
2.0;0.047619047619047616;0.18719211822660098;0.08695650100708008;0.125;0.2421875
2.4;0.16666666666666666;0.4066666666666666;0.2857142686843872;0.5;0.339622641509434
3.4;0.13333333333333333;0.19718309859154926;0.2222222089767456;0.5;0.18918918918918914
3.0;0.16129032258064516;0.36544850498338866;0.27027028799057007;0.35714285714285715;0.3798882681564246
4.0;0.19047619047619047;0.32999999999999996;0.307692289352417;0.36363636363636365;0.364406779661017
4.0;0.25;0.3821656050955414;0.3999999761581421;0.5714285714285714;0.36274509803921573
3.4;0.23529411764705882;0.39252336448598135;0.3478260636329651;0.5;0.27083333333333337
3.4;0.2857142857142857;0.3609022556390977;0.4444444179534912;0.4444444444444444;0.26086956521739135
3.0;0.0;0.1398601398601399;0.0;0.0;0.18571428571428572
2.0;0.18181818181818182;0.3584905660377359;0.307692289352417;0.4;0.359375
3.8;0.2631578947368421;0.5877192982456141;0.4166666865348816;0.5555555555555556;0.5227272727272727
3.4;0.16666666666666666;0.43609022556390975;0.27586209774017334;0.3076923076923077;0.2803030303030303
2.0;0.058823529411764705;0.28888888888888886;0.1111111044883728;0.125;0.2584269662921348
4.0;0.2631578947368421;0.4236453201970444;0.4166666865348816;0.5555555555555556;0.4173228346456693
3.2;0.24;0.5323741007194245;0.3870967626571655;0.5;0.47953216374269003
2.2;0.041666666666666664;0.18103448275862066;0.07999998331069946;0.08333333333333333;0.17391304347826086
3.0;0.14285714285714285;0.3254437869822485;0.25;0.29411764705882354;0.3365853658536585
2.0;0.10526315789473684;0.3420427553444181;0.17391306161880493;0.25;0.29875518672199175
0.6;0.09375;0.2528089887640449;0.1538461446762085;0.1875;0.1875
3.2;0.10714285714285714;0.28125;0.23529410362243652;0.21428571428571427;0.28
3.6;0.2;0.45962732919254656;0.3333333134651184;0.5;0.44999999999999996
1.0;0.034482758620689655;0.23776223776223782;0.0625;0.07142857142857142;0.15492957746478875
1.8;0.0625;0.26347305389221554;0.10256409645080566;0.18181818181818182;0.2577777777777778
2.8;0.058823529411764705;0.14201183431952658;0.10000002384185791;0.125;0.25742574257425743
2.8;0.0;0.16129032258064513;0.0;0.0;0.2542372881355932
1.8;0.05;0.22872340425531912;0.09090906381607056;0.1111111111111111;0.2688679245283019
1.8;0.05263157894736842;0.23052959501557635;0.09756100177764893;0.1111111111111111;0.360655737704918
2.6;0.15789473684210525;0.5087719298245614;0.27272725105285645;0.375;0.3783783783783784
1.4;0.045454545454545456;0.16666666666666663;0.08695650100708008;0.1;0.29032258064516125
3.0;0.16666666666666666;0.27368421052631575;0.27272725105285645;0.42857142857142855;0.31746031746031744
0.6;0.027777777777777776;0.19469026548672563;0.05263155698776245;0.07692307692307693;0.2522123893805309
1.8;0.1;0.3228699551569507;0.17391306161880493;0.2;0.31496062992125984
3.0;0.14814814814814814;0.3650793650793651;0.25806450843811035;0.4;0.21212121212121215
3.0;0.14285714285714285;0.3516483516483516;0.24390244483947754;0.26666666666666666;0.2930232558139535
3.8;0.2962962962962963;0.5491525423728814;0.4444444179534912;0.5333333333333333;0.4819277108433735
2.4;0.07407407407407407;0.15444015444015446;0.12903225421905518;0.14285714285714285;0.2569444444444444
3.6;0.1702127659574468;0.41501976284584985;0.2711864113807678;0.36363636363636365;0.25899280575539574
2.8;0.125;0.47413793103448276;0.20689654350280762;0.23076923076923078;0.30400000000000005
3.6;0.14285714285714285;0.31472081218274117;0.25;0.3333333333333333;0.23076923076923073
3.0;0.17391304347826086;0.35443037974683544;0.2857142686843872;0.3333333333333333;0.359375
0.0;0.043478260869565216;0.16393442622950816;0.07692307233810425;0.09090909090909091;0.23703703703703705
0.0;0.0;0.032128514056224855;0.0;0.0;0.20610687022900764
0.2;0.0;0.12345679012345678;0.0;0.0;0.25161290322580643
0.0;0.0;0.15714285714285714;0.0;0.0;0.2751677852348994
0.2;0.0;0.09259259259259256;0.0;0.0;0.20967741935483875
0.2;0.0;0.14814814814814814;0.0;0.0;0.24855491329479773
1.8;0.14285714285714285;0.23863636363636365;0.24000000953674316;0.3333333333333333;0.2946428571428571
1.4;0.0;0.12099644128113884;0.0;0.0;0.22077922077922074
1.8;0.03333333333333333;0.17886178861788615;0.0625;0.07142857142857142;0.2016129032258065
2.0;0.08333333333333333;0.2465753424657534;0.1538461446762085;0.15384615384615385;0.3090909090909091
0.0;0.0;0.04761904761904767;0.0;0.0;0.26315789473684215
0.8;0.047619047619047616;0.19767441860465118;0.09090906381607056;0.1;0.30612244897959184
2.2;0.19230769230769232;0.3307086614173228;0.3125;0.35714285714285715;0.24087591240875916
1.4;0.10526315789473684;0.12941176470588234;0.1904761791229248;0.25;0.26168224299065423
1.8;0.13513513513513514;0.276595744680851;0.23255813121795654;0.35714285714285715;0.2764227642276422
3.0;0.058823529411764705;0.2513661202185792;0.1111111044883728;0.1111111111111111;0.3369565217391305
1.2;0.05714285714285714;0.2894736842105263;0.10526317358016968;0.11764705882352941;0.21250000000000002
0.2;0.0;0.1310541310541311;0.0;0.0;0.2638297872340426
0.2;0.0;0.08247422680412375;0.0;0.0;0.23404255319148937
0.6;0.0;0.14440433212996395;0.0;0.0;0.19565217391304346
0.2;0.041666666666666664;0.1552511415525114;0.07999998331069946;0.125;0.27210884353741494
0.2;0.0;0.10833333333333328;0.0;0.0;0.16935483870967738
0.0;0.0;0.07692307692307687;0.0;0.0;0.2704402515723271
0.2;0.0;0.08333333333333337;0.0;0.0;0.2314814814814815
0.2;0.0;0.11764705882352944;0.0;0.0;0.22142857142857142
2.0;0.0;0.15492957746478875;0.0;0.0;0.2727272727272727
2.8;0.14285714285714285;0.26909090909090905;0.24242424964904785;0.4;0.2404371584699454
2.0;0.043478260869565216;0.136986301369863;0.08333331346511841;0.1;0.1842105263157895
4.0;0.3;0.6101694915254237;0.4615384340286255;0.5;0.5166666666666666
3.0;0.05555555555555555;0.2857142857142857;0.10526317358016968;0.14285714285714285;0.20408163265306123
3.2;0.125;0.2468085106382979;0.2222222089767456;0.42857142857142855;0.23391812865497075
1.6;0.0;0.09756097560975607;0.0;0.0;0.23717948717948723
2.4;0.047619047619047616;0.26136363636363635;0.09090906381607056;0.1111111111111111;0.34615384615384615
3.2;0.14285714285714285;0.3571428571428571;0.25;0.3;0.38596491228070173
1.8;0.0;0.0357142857142857;0.0;0.0;0.22857142857142854
