Human;Jaccard StanfordCoreNLPv3_9_1;Jaccard BioCNLPTokenizer;Jaccard WhiteSpace;Qgram StanfordCoreNLPv3_9_1;Qgram BioCNLPTokenizer;Qgram WhiteSpace;BlockDistance StanfordCoreNLPv3_9_1;BlockDistance BioCNLPTokenizer;BlockDistance WhiteSpace;OverlapCoefficient StanfordCoreNLPv3_9_1;OverlapCoefficient BioCNLPTokenizer;OverlapCoefficient WhiteSpace;Levenshtein StanfordCoreNLPv3_9_1;Levenshtein BioCNLPTokenizer;Levenshtein WhiteSpace
3.0;0.6216216216216216;0.6216216216216216;0.6216216216216216;0.7334410339256866;0.7334410339256866;0.7334410339256866;0.6976743936538696;0.6976743936538696;0.6976743936538696;0.9583333333333334;0.9583333333333334;0.9583333333333334;0.6216216216216216;0.6216216216216216;0.6216216216216216
4.0;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.7575757575757576;0.7575757575757576;0.7575757575757576;0.7428570985794067;0.7428570985794067;0.7428570985794067;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.7482517482517482;0.7482517482517482;0.7482517482517482
3.0;0.6;0.6;0.6;0.7487179487179487;0.7487179487179487;0.7487179487179487;0.75;0.75;0.75;0.75;0.75;0.75;0.7843137254901961;0.7843137254901961;0.7843137254901961
4.5;0.8441558441558441;0.8666666666666667;0.8421052631578947;0.8614298323036187;0.8836789900811541;0.8836789900811541;0.8530805706977844;0.8780487775802612;0.8613861203193665;0.9558823529411765;0.9848484848484849;0.9696969696969697;0.7841483979763912;0.8043844856661045;0.8043844856661045
3.5;0.7333333333333333;0.7333333333333333;0.7142857142857143;0.7525773195876289;0.7525773195876289;0.7525773195876289;0.7586206793785095;0.7586206793785095;0.7407407760620117;0.9166666666666666;0.9166666666666666;0.9090909090909091;0.7843137254901961;0.7843137254901961;0.7843137254901961
3.5;0.20833333333333334;0.20833333333333334;0.20833333333333334;0.3493449781659389;0.3493449781659389;0.3493449781659389;0.34285712242126465;0.34285712242126465;0.34285712242126465;0.38461538461538464;0.38461538461538464;0.38461538461538464;0.3712121212121212;0.3712121212121212;0.3712121212121212
3.0;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.7846410684474123;0.7846410684474123;0.7846410684474123;0.75;0.75;0.75;0.96;0.96;0.96;0.6447761194029851;0.6447761194029851;0.6447761194029851
3.5;0.8064516129032258;0.8064516129032258;0.8064516129032258;0.8785942492012779;0.8785942492012779;0.8785942492012779;0.8705882430076599;0.8705882430076599;0.8705882430076599;1.0;1.0;1.0;0.7873563218390804;0.7873563218390804;0.7873563218390804
4.0;0.9487179487179487;0.9473684210526315;0.9473684210526315;0.9697478991596639;0.9706390328151986;0.9706390328151986;0.9684210419654846;0.9670329689979553;0.9670329689979553;0.9866666666666667;0.9863013698630136;0.9863013698630136;0.48925619834710743;0.49066213921901525;0.49066213921901525
4.0;0.90625;0.90625;0.90625;0.9588607594936709;0.9588607594936709;0.9588607594936709;0.9647058844566345;0.9647058844566345;0.9647058844566345;0.9666666666666667;0.9666666666666667;0.9666666666666667;0.9308176100628931;0.9308176100628931;0.9308176100628931
4.0;0.8;0.7777777777777778;0.7777777777777778;0.9327354260089686;0.927536231884058;0.927536231884058;0.8888888955116272;0.875;0.875;0.9411764705882353;0.9333333333333333;0.9333333333333333;0.9210526315789473;0.9150943396226415;0.9150943396226415
3.0;0.44;0.391304347826087;0.391304347826087;0.5753424657534247;0.5615763546798029;0.5615763546798029;0.6111111044883728;0.5625;0.5625;0.6470588235294118;0.6;0.6;0.5909090909090908;0.607843137254902;0.607843137254902
2.5;0.5769230769230769;0.5769230769230769;0.5769230769230769;0.7297297297297297;0.7297297297297297;0.7297297297297297;0.75;0.75;0.75;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.6908212560386473;0.6908212560386473;0.6908212560386473
2.5;0.28125;0.28125;0.28125;0.4683544303797469;0.4683544303797469;0.4683544303797469;0.48000001907348633;0.48000001907348633;0.48000001907348633;0.5625;0.5625;0.5625;0.3315508021390374;0.3315508021390374;0.3315508021390374
3.0;0.5;0.5;0.5;0.7922705314009661;0.7922705314009661;0.7922705314009661;0.692307710647583;0.692307710647583;0.692307710647583;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6476190476190475;0.6476190476190475;0.6476190476190475
0.0;0.07692307692307693;0.07692307692307693;0.07692307692307693;0.21463414634146338;0.21463414634146338;0.21463414634146338;0.22857141494750977;0.22857141494750977;0.22857141494750977;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.36111111111111116;0.36111111111111116;0.36111111111111116
4.25;0.5925925925925926;0.64;0.64;0.7492625368731564;0.7794561933534743;0.7794561933534743;0.7058823108673096;0.7346938848495483;0.7346938848495483;0.8888888888888888;0.8888888888888888;0.8888888888888888;0.6581632653061225;0.6861702127659575;0.6861702127659575
3.0;0.4838709677419355;0.4482758620689655;0.4482758620689655;0.6283783783783784;0.6071428571428572;0.6071428571428572;0.6896551847457886;0.6666666269302368;0.6666666269302368;0.7894736842105263;0.7647058823529411;0.7647058823529411;0.6441717791411044;0.6258064516129032;0.6258064516129032
3.0;0.5238095238095238;0.5238095238095238;0.5238095238095238;0.594059405940594;0.594059405940594;0.594059405940594;0.5945945978164673;0.5945945978164673;0.5945945978164673;0.9166666666666666;0.9166666666666666;0.9166666666666666;0.45145631067961167;0.45145631067961167;0.45145631067961167
4.0;0.45;0.45;0.45;0.7394957983193278;0.7394957983193278;0.7394957983193278;0.6060606241226196;0.6060606241226196;0.6060606241226196;0.6428571428571429;0.6428571428571429;0.6428571428571429;0.6218487394957983;0.6218487394957983;0.6218487394957983
0.0;0.12903225806451613;0.12903225806451613;0.13333333333333333;0.2186495176848875;0.2186495176848875;0.2186495176848875;0.3181818127632141;0.3181818127632141;0.3255813717842102;0.23529411764705882;0.23529411764705882;0.23529411764705882;0.26582278481012656;0.26582278481012656;0.26582278481012656
3.5;0.5333333333333333;0.5333333333333333;0.5333333333333333;0.6715686274509804;0.6715686274509804;0.6715686274509804;0.6779661178588867;0.6779661178588867;0.6779661178588867;0.9411764705882353;0.9411764705882353;0.9411764705882353;0.5450980392156863;0.5450980392156863;0.5450980392156863
1.0;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.4137931034482759;0.4137931034482759;0.4137931034482759;0.3684210777282715;0.3684210777282715;0.3684210777282715;0.375;0.375;0.375;0.28037383177570097;0.28037383177570097;0.28037383177570097
0.0;0.12903225806451613;0.12903225806451613;0.12903225806451613;0.2627118644067796;0.2627118644067796;0.2627118644067796;0.2666666507720947;0.2666666507720947;0.2666666507720947;0.23529411764705882;0.23529411764705882;0.23529411764705882;0.27419354838709675;0.27419354838709675;0.27419354838709675
1.5;0.34615384615384615;0.34615384615384615;0.34615384615384615;0.49785407725321884;0.49785407725321884;0.49785407725321884;0.5128204822540283;0.5128204822540283;0.5128204822540283;0.5625;0.5625;0.5625;0.5737704918032787;0.5737704918032787;0.5737704918032787
3.6;0.52;0.52;0.52;0.6421404682274248;0.6421404682274248;0.6421404682274248;0.7111110687255859;0.7111110687255859;0.7111110687255859;0.6842105263157895;0.6842105263157895;0.6842105263157895;0.49044585987261147;0.49044585987261147;0.49044585987261147
3.0;0.68;0.6521739130434783;0.6363636363636364;0.764179104477612;0.7392739273927393;0.7392739273927393;0.7916666865348816;0.75;0.7368420958518982;0.8095238095238095;0.7894736842105263;0.7777777777777778;0.7485029940119761;0.7218543046357616;0.7218543046357616
3.0;0.6176470588235294;0.59375;0.5806451612903226;0.7237687366167024;0.7139689578713969;0.7139689578713969;0.688524603843689;0.6666666269302368;0.6545454263687134;0.9130434782608695;0.9047619047619048;0.9;0.5923344947735192;0.5806451612903225;0.5806451612903225
5.0;0.8125;0.8125;0.8125;0.8449197860962567;0.8449197860962567;0.8449197860962567;0.8965517282485962;0.8965517282485962;0.8965517282485962;0.9285714285714286;0.9285714285714286;0.9285714285714286;0.7608695652173914;0.7608695652173914;0.7608695652173914
3.5;0.45454545454545453;0.45454545454545453;0.45454545454545453;0.5488721804511278;0.5488721804511278;0.5488721804511278;0.5789473652839661;0.5789473652839661;0.5789473652839661;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.35507246376811596;0.35507246376811596;0.35507246376811596
0.0;0.13793103448275862;0.14814814814814814;0.1111111111111111;0.2803030303030303;0.2890625;0.2890625;0.292682945728302;0.307692289352417;0.27027028799057007;0.3076923076923077;0.3076923076923077;0.23076923076923078;0.37106918238993714;0.39072847682119205;0.39072847682119205
4.0;0.5;0.5;0.47619047619047616;0.6764705882352942;0.6764705882352942;0.6764705882352942;0.6666666269302368;0.6666666269302368;0.6451612710952759;0.7333333333333333;0.7333333333333333;0.7142857142857143;0.6912751677852349;0.6912751677852349;0.6912751677852349
4.5;0.9333333333333333;0.9333333333333333;0.9333333333333333;0.9074889867841409;0.9074889867841409;0.9074889867841409;0.9333333373069763;0.9333333373069763;0.9333333373069763;1.0;1.0;1.0;0.8429752066115702;0.8429752066115702;0.8429752066115702
3.0;0.5333333333333333;0.5333333333333333;0.5333333333333333;0.6305882352941177;0.6305882352941177;0.6305882352941177;0.6206896305084229;0.6206896305084229;0.6206896305084229;0.9411764705882353;0.9411764705882353;0.9411764705882353;0.46126760563380287;0.46126760563380287;0.46126760563380287
3.5;0.5853658536585366;0.5853658536585366;0.5853658536585366;0.7755102040816326;0.7755102040816326;0.7755102040816326;0.7529411911964417;0.7529411911964417;0.7529411911964417;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.6920731707317074;0.6920731707317074;0.6920731707317074
4.0;0.7727272727272727;0.7727272727272727;0.7727272727272727;0.8411764705882353;0.8411764705882353;0.8411764705882353;0.8888888955116272;0.8888888955116272;0.8888888955116272;0.9444444444444444;0.9444444444444444;0.9444444444444444;0.7934782608695652;0.7934782608695652;0.7934782608695652
3.0;0.8;0.8;0.8;0.8278388278388278;0.8278388278388278;0.8278388278388278;0.8484848737716675;0.8484848737716675;0.8484848737716675;1.0;1.0;1.0;0.713375796178344;0.713375796178344;0.713375796178344
3.0;0.41025641025641024;0.43243243243243246;0.43243243243243246;0.6434316353887399;0.6575342465753424;0.6575342465753424;0.6176470518112183;0.6363636255264282;0.6363636255264282;0.5925925925925926;0.64;0.64;0.6770833333333333;0.6979166666666667;0.6979166666666667
3.5;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.8585365853658536;0.8585365853658536;0.8585365853658536;0.800000011920929;0.800000011920929;0.800000011920929;0.9090909090909091;0.9090909090909091;0.9090909090909091;0.8910891089108911;0.8910891089108911;0.8910891089108911
2.5;0.19444444444444445;0.19444444444444445;0.19444444444444445;0.277027027027027;0.277027027027027;0.277027027027027;0.38461536169052124;0.38461536169052124;0.38461536169052124;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.2919254658385093;0.2919254658385093;0.2919254658385093
3.5;0.5714285714285714;0.6153846153846154;0.6153846153846154;0.736842105263158;0.7692307692307692;0.7692307692307692;0.7037037014961243;0.7599999904632568;0.7599999904632568;0.9411764705882353;0.9411764705882353;0.9411764705882353;0.6051502145922747;0.6497695852534562;0.6497695852534562
3.5;0.23076923076923078;0.23076923076923078;0.23076923076923078;0.4549019607843138;0.4549019607843138;0.4549019607843138;0.4324324131011963;0.4324324131011963;0.4444444179534912;0.46153846153846156;0.46153846153846156;0.46153846153846156;0.4097222222222222;0.4097222222222222;0.4097222222222222
3.0;0.41935483870967744;0.41935483870967744;0.41935483870967744;0.6980609418282548;0.6980609418282548;0.6980609418282548;0.6779661178588867;0.6779661178588867;0.6779661178588867;0.65;0.65;0.65;0.46842105263157896;0.46842105263157896;0.46842105263157896
4.5;0.3157894736842105;0.3157894736842105;0.3157894736842105;0.6368159203980099;0.6368159203980099;0.6368159203980099;0.48275864124298096;0.48275864124298096;0.48275864124298096;0.5;0.5;0.5;0.5242718446601942;0.5242718446601942;0.5242718446601942
2.5;0.3;0.3157894736842105;0.3157894736842105;0.49302325581395345;0.5072463768115942;0.5072463768115942;0.5;0.5333333015441895;0.5333333015441895;0.48;0.48;0.48;0.296137339055794;0.28110599078341014;0.28110599078341014
3.5;0.3793103448275862;0.4074074074074074;0.4074074074074074;0.53125;0.5512820512820513;0.5512820512820513;0.550000011920929;0.5789473652839661;0.5789473652839661;0.7857142857142857;0.7857142857142857;0.7857142857142857;0.4444444444444444;0.46153846153846156;0.46153846153846156
3.0;0.5681818181818182;0.5476190476190477;0.5476190476190477;0.7479674796747968;0.7394957983193278;0.7394957983193278;0.7058823108673096;0.6913580298423767;0.6913580298423767;0.8620689655172413;0.8518518518518519;0.8518518518518519;0.6655052264808362;0.6559139784946236;0.6559139784946236
2.5;0.45454545454545453;0.45454545454545453;0.45454545454545453;0.639225181598063;0.639225181598063;0.639225181598063;0.6666666269302368;0.6666666269302368;0.6666666269302368;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.5291666666666667;0.5291666666666667;0.5291666666666667
4.0;0.4782608695652174;0.4782608695652174;0.4782608695652174;0.6148409893992932;0.6148409893992932;0.6148409893992932;0.5945945978164673;0.5945945978164673;0.5945945978164673;0.7857142857142857;0.7857142857142857;0.7857142857142857;0.5534591194968553;0.5534591194968553;0.5534591194968553
3.5;0.6;0.6;0.6;0.7588932806324111;0.7588932806324111;0.7588932806324111;0.7647058963775635;0.7647058963775635;0.7647058963775635;0.8;0.8;0.8;0.5952380952380952;0.5952380952380952;0.5952380952380952
3.5;0.2962962962962963;0.2962962962962963;0.2962962962962963;0.5236363636363637;0.5236363636363637;0.5236363636363637;0.41025638580322266;0.41025638580322266;0.41025638580322266;0.47058823529411764;0.47058823529411764;0.47058823529411764;0.4758620689655172;0.4758620689655172;0.4758620689655172
3.0;0.5818181818181818;0.5660377358490566;0.5660377358490566;0.7068403908794788;0.6907216494845361;0.6907216494845361;0.7428570985794067;0.7216495275497437;0.7216495275497437;0.7804878048780488;0.7692307692307693;0.7692307692307693;0.3459119496855346;0.33112582781456956;0.33112582781456956
2.5;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.8309178743961353;0.8309178743961353;0.8309178743961353;0.8214285373687744;0.8214285373687744;0.8214285373687744;0.8695652173913043;0.8695652173913043;0.8695652173913043;0.7168949771689498;0.7168949771689498;0.7168949771689498
4.0;0.6842105263157895;0.6842105263157895;0.6842105263157895;0.7669172932330828;0.7669172932330828;0.7669172932330828;0.7692307829856873;0.7692307829856873;0.7692307829856873;0.8666666666666667;0.8666666666666667;0.8666666666666667;0.6212121212121212;0.6212121212121212;0.6212121212121212
3.5;0.36363636363636365;0.36363636363636365;0.36363636363636365;0.56;0.56;0.56;0.550000011920929;0.550000011920929;0.5641025304794312;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.4296875;0.4296875;0.4296875
2.5;0.34782608695652173;0.34782608695652173;0.34782608695652173;0.49;0.49;0.49;0.4444444179534912;0.4444444179534912;0.4444444179534912;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.46464646464646464;0.46464646464646464;0.46464646464646464
2.5;0.5833333333333334;0.5833333333333334;0.5833333333333334;0.7751479289940828;0.7751479289940828;0.7751479289940828;0.7727272510528564;0.7727272510528564;0.7727272510528564;0.8235294117647058;0.8235294117647058;0.8235294117647058;0.7351351351351352;0.7351351351351352;0.7351351351351352
5.0;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.8901098901098901;0.8901098901098901;0.8901098901098901;0.800000011920929;0.800000011920929;0.800000011920929;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8681318681318682;0.8681318681318682;0.8681318681318682
4.25;0.5882352941176471;0.5882352941176471;0.625;0.7665198237885462;0.7665198237885462;0.7665198237885462;0.7647058963775635;0.7647058963775635;0.7878787517547607;0.9090909090909091;0.9090909090909091;0.9090909090909091;0.6511627906976745;0.6511627906976745;0.6511627906976745
2.5;0.35714285714285715;0.35714285714285715;0.35714285714285715;0.49070631970260226;0.49070631970260226;0.49070631970260226;0.4878048896789551;0.4878048896789551;0.4878048896789551;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.48550724637681164;0.48550724637681164;0.48550724637681164
2.95;0.5789473684210527;0.5789473684210527;0.5789473684210527;0.7525773195876289;0.7525773195876289;0.7525773195876289;0.75;0.75;0.75;0.7333333333333333;0.7333333333333333;0.7333333333333333;0.8144329896907216;0.8144329896907216;0.8144329896907216
3.0;0.6904761904761905;0.725;0.725;0.806611570247934;0.8241206030150754;0.8241206030150754;0.7906976938247681;0.8095238208770752;0.8095238208770752;0.9666666666666667;0.9666666666666667;0.9666666666666667;0.6883852691218131;0.7043478260869565;0.7043478260869565
3.45;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.8586956521739131;0.8586956521739131;0.8586956521739131;0.8125;0.8125;0.8125;0.8;0.8;0.8;0.9021739130434783;0.9021739130434783;0.9021739130434783
2.5;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.7814207650273224;0.7814207650273224;0.7814207650273224;0.7346938848495483;0.7346938848495483;0.7346938848495483;0.75;0.75;0.75;0.7;0.7;0.7
0.5;0.12244897959183673;0.1276595744680851;0.1276595744680851;0.26455026455026454;0.2762430939226519;0.2762430939226519;0.2571428418159485;0.27272725105285645;0.27272725105285645;0.35294117647058826;0.35294117647058826;0.35294117647058826;0.2941176470588235;0.3096234309623431;0.3096234309623431
4.5;0.36363636363636365;0.36363636363636365;0.36363636363636365;0.5022421524663677;0.5022421524663677;0.5022421524663677;0.4848484992980957;0.4848484992980957;0.4848484992980957;0.6153846153846154;0.6153846153846154;0.6153846153846154;0.4724409448818898;0.4724409448818898;0.4724409448818898
2.0;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.37735849056603776;0.37735849056603776;0.37735849056603776;0.3199999928474426;0.3199999928474426;0.3199999928474426;0.4;0.4;0.4;0.4732142857142857;0.4732142857142857;0.4732142857142857
2.0;0.23333333333333334;0.23333333333333334;0.23333333333333334;0.37920489296636084;0.37920489296636084;0.37920489296636084;0.3181818127632141;0.3181818127632141;0.3181818127632141;0.4117647058823529;0.4117647058823529;0.4117647058823529;0.3457446808510638;0.3457446808510638;0.3457446808510638
3.5;0.8928571428571429;0.8928571428571429;0.8928571428571429;0.9162303664921466;0.9162303664921466;0.9162303664921466;0.9152542352676392;0.9152542352676392;0.931034505367279;1.0;1.0;1.0;0.8712871287128713;0.8712871287128713;0.8712871287128713
3.5;0.5882352941176471;0.5882352941176471;0.5882352941176471;0.7472527472527473;0.7472527472527473;0.7472527472527473;0.7200000286102295;0.7200000286102295;0.7200000286102295;1.0;1.0;1.0;0.6104294478527608;0.6104294478527608;0.6104294478527608
4.0;0.8636363636363636;0.85;0.85;0.8932806324110671;0.869198312236287;0.869198312236287;0.8846153616905212;0.875;0.875;0.95;0.9444444444444444;0.9444444444444444;0.859375;0.85;0.85
3.5;0.6268656716417911;0.6153846153846154;0.6;0.7736093143596378;0.7770360480640854;0.7727272727272727;0.7482014298439026;0.7518796920776367;0.7424242496490479;0.7924528301886793;0.7843137254901961;0.7647058823529411;0.7463414634146341;0.7562189054726368;0.7531172069825436
4.0;0.8620689655172413;0.8518518518518519;0.8461538461538461;0.8138686131386861;0.8082706766917294;0.8082706766917294;0.8285714387893677;0.8181818127632141;0.8125;0.9615384615384616;0.9583333333333334;0.9565217391304348;0.7532894736842105;0.7466216216216216;0.7466216216216216
2.5;0.25;0.25;0.25;0.4493150684931507;0.4493150684931507;0.4493150684931507;0.39393937587738037;0.39393937587738037;0.39393937587738037;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.2648648648648648;0.2648648648648648;0.2648648648648648
3.0;0.41379310344827586;0.4444444444444444;0.46153846153846156;0.5958702064896755;0.6102719033232629;0.6102719033232629;0.5777777433395386;0.604651153087616;0.6190476417541504;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.4622222222222222;0.47926267281105994;0.47926267281105994
3.0;0.2857142857142857;0.30303030303030304;0.30303030303030304;0.4807692307692307;0.493421052631579;0.493421052631579;0.5;0.5199999809265137;0.5199999809265137;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.35519125683060104;0.36571428571428577;0.36571428571428577
3.0;0.3181818181818182;0.3181818181818182;0.3181818181818182;0.45849802371541504;0.45849802371541504;0.45849802371541504;0.5555555820465088;0.5555555820465088;0.5555555820465088;0.6363636363636364;0.6363636363636364;0.6363636363636364;0.33333333333333337;0.33333333333333337;0.33333333333333337
1.0;0.2;0.2;0.2;0.3438914027149321;0.3438914027149321;0.3438914027149321;0.3636363744735718;0.3636363744735718;0.3636363744735718;0.35714285714285715;0.35714285714285715;0.35714285714285715;0.3362068965517241;0.3362068965517241;0.3362068965517241
2.0;0.5263157894736842;0.5555555555555556;0.47368421052631576;0.7565217391304347;0.736842105263158;0.7445887445887446;0.6451612710952759;0.6666666269302368;0.6000000238418579;0.8333333333333334;0.9090909090909091;0.8181818181818182;0.5772357723577235;0.5609756097560976;0.5853658536585367
2.0;0.14814814814814814;0.14814814814814814;0.14814814814814814;0.3148936170212766;0.3148936170212766;0.3148936170212766;0.31578946113586426;0.31578946113586426;0.31578946113586426;0.2857142857142857;0.2857142857142857;0.2857142857142857;0.3515625;0.3515625;0.3515625
4.5;0.7058823529411765;0.7058823529411765;0.7058823529411765;0.8879668049792531;0.8879668049792531;0.8879668049792531;0.8387097120285034;0.8387097120285034;0.8387097120285034;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8991596638655462;0.8991596638655462;0.8991596638655462
4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
